Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,TrackStatus
PIA,McLaren,7.0,0 days 00:01:24.418000,MEDIUM,7.0,1.0,1.0,1
PIA,McLaren,8.0,0 days 00:01:24.570000,MEDIUM,8.0,1.0,1.0,1
PIA,McLaren,9.0,0 days 00:01:24.375000,MEDIUM,9.0,1.0,1.0,1
PIA,McLaren,10.0,0 days 00:01:24.077000,MEDIUM,10.0,1.0,1.0,1
PIA,McLaren,11.0,0 days 00:01:24.247000,MEDIUM,11.0,1.0,1.0,1
PIA,McLaren,12.0,0 days 00:01:24.748000,MEDIUM,12.0,1.0,1.0,1
PIA,McLaren,13.0,0 days 00:01:24.670000,MEDIUM,13.0,1.0,1.0,1
PIA,McLaren,14.0,0 days 00:01:25.048000,MEDIUM,14.0,1.0,1.0,1
PIA,McLaren,15.0,0 days 00:01:25.166000,MEDIUM,15.0,1.0,1.0,1
PIA,McLaren,16.0,0 days 00:01:29.939000,MEDIUM,16.0,1.0,1.0,1
PIA,McLaren,17.0,0 days 00:01:44.250000,HARD,1.0,2.0,4.0,1
PIA,McLaren,18.0,0 days 00:01:24.028000,HARD,2.0,2.0,4.0,1
PIA,McLaren,19.0,0 days 00:01:24.602000,HARD,3.0,2.0,4.0,1
PIA,McLaren,20.0,0 days 00:01:23.986000,HARD,4.0,2.0,3.0,1
PIA,McLaren,21.0,0 days 00:01:23.903000,HARD,5.0,2.0,3.0,1
PIA,McLaren,22.0,0 days 00:01:23.647000,HARD,6.0,2.0,3.0,1
PIA,McLaren,23.0,0 days 00:01:23.660000,HARD,7.0,2.0,1.0,1
PIA,McLaren,24.0,0 days 00:01:23.315000,HARD,8.0,2.0,1.0,1
PIA,McLaren,25.0,0 days 00:01:23.230000,HARD,9.0,2.0,1.0,1
PIA,McLaren,26.0,0 days 00:01:23.133000,HARD,10.0,2.0,1.0,1
PIA,McLaren,27.0,0 days 00:01:23.088000,HARD,11.0,2.0,1.0,1
PIA,McLaren,28.0,0 days 00:01:23.168000,HARD,12.0,2.0,1.0,1
PIA,McLaren,29.0,0 days 00:01:23.066000,HARD,13.0,2.0,1.0,1
PIA,McLaren,30.0,0 days 00:01:22.968000,HARD,14.0,2.0,1.0,1
PIA,McLaren,31.0,0 days 00:01:23.221000,HARD,15.0,2.0,1.0,1
PIA,McLaren,32.0,0 days 00:01:23.480000,HARD,16.0,2.0,1.0,1
PIA,McLaren,33.0,0 days 00:01:23.148000,HARD,17.0,2.0,1.0,1
PIA,McLaren,34.0,0 days 00:01:23.456000,HARD,18.0,2.0,1.0,1
PIA,McLaren,35.0,0 days 00:01:23.409000,HARD,19.0,2.0,1.0,1
PIA,McLaren,36.0,0 days 00:01:23.746000,HARD,20.0,2.0,1.0,1
PIA,McLaren,37.0,0 days 00:01:23.691000,HARD,21.0,2.0,1.0,1
PIA,McLaren,38.0,0 days 00:01:28.125000,HARD,22.0,2.0,1.0,1
PIA,McLaren,39.0,0 days 00:01:43.438000,HARD,1.0,3.0,3.0,1
PIA,McLaren,40.0,0 days 00:01:22.264000,HARD,2.0,3.0,3.0,1
PIA,McLaren,41.0,0 days 00:01:22.066000,HARD,3.0,3.0,3.0,1
PIA,McLaren,42.0,0 days 00:01:22.331000,HARD,4.0,3.0,3.0,1
PIA,McLaren,43.0,0 days 00:01:22.092000,HARD,5.0,3.0,3.0,1
PIA,McLaren,44.0,0 days 00:01:22.628000,HARD,6.0,3.0,3.0,1
PIA,McLaren,45.0,0 days 00:01:23.675000,HARD,7.0,3.0,2.0,1
PIA,McLaren,46.0,0 days 00:01:22.537000,HARD,8.0,3.0,2.0,1
PIA,McLaren,47.0,0 days 00:01:22.253000,HARD,9.0,3.0,2.0,1
PIA,McLaren,48.0,0 days 00:01:22.725000,HARD,10.0,3.0,2.0,1
PIA,McLaren,49.0,0 days 00:01:22.945000,HARD,11.0,3.0,2.0,1
PIA,McLaren,50.0,0 days 00:01:22.586000,HARD,12.0,3.0,2.0,1
PIA,McLaren,51.0,0 days 00:01:22.424000,HARD,13.0,3.0,2.0,1
PIA,McLaren,52.0,0 days 00:01:21.948000,HARD,14.0,3.0,2.0,1
PIA,McLaren,53.0,0 days 00:01:21.943000,HARD,15.0,3.0,2.0,1
NOR,McLaren,1.0,0 days 00:01:28.971000,MEDIUM,1.0,1.0,3.0,1
NOR,McLaren,2.0,0 days 00:01:25.458000,MEDIUM,2.0,1.0,3.0,1
NOR,McLaren,3.0,0 days 00:01:25.110000,MEDIUM,3.0,1.0,3.0,1
NOR,McLaren,4.0,0 days 00:01:25.168000,MEDIUM,4.0,1.0,3.0,1
NOR,McLaren,5.0,0 days 00:01:24.674000,MEDIUM,5.0,1.0,3.0,1
NOR,McLaren,6.0,0 days 00:01:24.768000,MEDIUM,6.0,1.0,3.0,1
NOR,McLaren,7.0,0 days 00:01:24.531000,MEDIUM,7.0,1.0,3.0,1
NOR,McLaren,8.0,0 days 00:01:24.674000,MEDIUM,8.0,1.0,3.0,1
NOR,McLaren,9.0,0 days 00:01:24.664000,MEDIUM,9.0,1.0,3.0,1
NOR,McLaren,10.0,0 days 00:01:24.391000,MEDIUM,10.0,1.0,3.0,1
NOR,McLaren,11.0,0 days 00:01:24.448000,MEDIUM,11.0,1.0,3.0,1
NOR,McLaren,12.0,0 days 00:01:24.655000,MEDIUM,12.0,1.0,3.0,1
NOR,McLaren,13.0,0 days 00:01:25.359000,MEDIUM,13.0,1.0,3.0,1
NOR,McLaren,14.0,0 days 00:01:29.417000,MEDIUM,14.0,1.0,4.0,1
NOR,McLaren,15.0,0 days 00:01:43.840000,HARD,1.0,2.0,8.0,1
NOR,McLaren,16.0,0 days 00:01:24.154000,HARD,2.0,2.0,6.0,1
NOR,McLaren,17.0,0 days 00:01:25.585000,HARD,3.0,2.0,5.0,1
NOR,McLaren,18.0,0 days 00:01:23.920000,HARD,4.0,2.0,5.0,1
NOR,McLaren,19.0,0 days 00:01:24.152000,HARD,5.0,2.0,5.0,1
NOR,McLaren,20.0,0 days 00:01:23.882000,HARD,6.0,2.0,4.0,1
NOR,McLaren,21.0,0 days 00:01:23.753000,HARD,7.0,2.0,4.0,1
NOR,McLaren,22.0,0 days 00:01:23.652000,HARD,8.0,2.0,4.0,1
NOR,McLaren,23.0,0 days 00:01:23.581000,HARD,9.0,2.0,2.0,1
NOR,McLaren,24.0,0 days 00:01:23.601000,HARD,10.0,2.0,2.0,1
NOR,McLaren,25.0,0 days 00:01:23.321000,HARD,11.0,2.0,2.0,1
NOR,McLaren,26.0,0 days 00:01:23.469000,HARD,12.0,2.0,2.0,1
NOR,McLaren,27.0,0 days 00:01:23.267000,HARD,13.0,2.0,2.0,1
NOR,McLaren,28.0,0 days 00:01:23.067000,HARD,14.0,2.0,2.0,1
NOR,McLaren,29.0,0 days 00:01:23.300000,HARD,15.0,2.0,2.0,1
NOR,McLaren,30.0,0 days 00:01:23.614000,HARD,16.0,2.0,2.0,1
NOR,McLaren,31.0,0 days 00:01:24.940000,HARD,17.0,2.0,2.0,1
NOR,McLaren,32.0,0 days 00:01:27.414000,HARD,18.0,2.0,3.0,1
NOR,McLaren,33.0,0 days 00:01:44.073000,HARD,1.0,3.0,6.0,1
NOR,McLaren,34.0,0 days 00:01:22.837000,HARD,2.0,3.0,6.0,1
NOR,McLaren,35.0,0 days 00:01:23.137000,HARD,3.0,3.0,6.0,1
NOR,McLaren,36.0,0 days 00:01:23.114000,HARD,4.0,3.0,6.0,1
NOR,McLaren,37.0,0 days 00:01:23.178000,HARD,5.0,3.0,6.0,1
NOR,McLaren,38.0,0 days 00:01:23.133000,HARD,6.0,3.0,5.0,1
NOR,McLaren,39.0,0 days 00:01:23.061000,HARD,7.0,3.0,5.0,1
NOR,McLaren,40.0,0 days 00:01:24.162000,HARD,8.0,3.0,5.0,1
NOR,McLaren,41.0,0 days 00:01:22.234000,HARD,9.0,3.0,4.0,1
NOR,McLaren,42.0,0 days 00:01:22.678000,HARD,10.0,3.0,4.0,1
NOR,McLaren,43.0,0 days 00:01:22.250000,HARD,11.0,3.0,4.0,1
NOR,McLaren,44.0,0 days 00:01:22.403000,HARD,12.0,3.0,4.0,1
NOR,McLaren,45.0,0 days 00:01:22.398000,HARD,13.0,3.0,4.0,1
NOR,McLaren,46.0,0 days 00:01:22.041000,HARD,14.0,3.0,4.0,1
NOR,McLaren,47.0,0 days 00:01:23.852000,HARD,15.0,3.0,4.0,1
NOR,McLaren,48.0,0 days 00:01:21.824000,HARD,16.0,3.0,3.0,1
NOR,McLaren,49.0,0 days 00:01:22.436000,HARD,17.0,3.0,3.0,1
NOR,McLaren,50.0,0 days 00:01:23.266000,HARD,18.0,3.0,3.0,1
NOR,McLaren,51.0,0 days 00:01:22.269000,HARD,19.0,3.0,3.0,1
NOR,McLaren,52.0,0 days 00:01:22.302000,HARD,20.0,3.0,3.0,1
NOR,McLaren,53.0,0 days 00:01:21.432000,HARD,21.0,3.0,3.0,1
SAI,Ferrari,1.0,0 days 00:01:29.345000,MEDIUM,1.0,1.0,4.0,1
SAI,Ferrari,2.0,0 days 00:01:25.731000,MEDIUM,2.0,1.0,4.0,1
SAI,Ferrari,3.0,0 days 00:01:25.358000,MEDIUM,3.0,1.0,4.0,1
SAI,Ferrari,4.0,0 days 00:01:25.086000,MEDIUM,4.0,1.0,4.0,1
SAI,Ferrari,5.0,0 days 00:01:25.006000,MEDIUM,5.0,1.0,4.0,1
SAI,Ferrari,6.0,0 days 00:01:24.642000,MEDIUM,6.0,1.0,4.0,1
SAI,Ferrari,7.0,0 days 00:01:24.715000,MEDIUM,7.0,1.0,4.0,1
SAI,Ferrari,8.0,0 days 00:01:24.870000,MEDIUM,8.0,1.0,4.0,1
SAI,Ferrari,9.0,0 days 00:01:24.774000,MEDIUM,9.0,1.0,4.0,1
SAI,Ferrari,10.0,0 days 00:01:24.684000,MEDIUM,10.0,1.0,4.0,1
SAI,Ferrari,11.0,0 days 00:01:25.066000,MEDIUM,11.0,1.0,4.0,1
SAI,Ferrari,12.0,0 days 00:01:25.276000,MEDIUM,12.0,1.0,4.0,1
SAI,Ferrari,13.0,0 days 00:01:25.423000,MEDIUM,13.0,1.0,4.0,1
SAI,Ferrari,14.0,0 days 00:01:25.234000,MEDIUM,14.0,1.0,3.0,1
SAI,Ferrari,15.0,0 days 00:01:25.183000,MEDIUM,15.0,1.0,2.0,1
SAI,Ferrari,16.0,0 days 00:01:25.341000,MEDIUM,16.0,1.0,2.0,1
SAI,Ferrari,17.0,0 days 00:01:25.407000,MEDIUM,17.0,1.0,1.0,1
SAI,Ferrari,18.0,0 days 00:01:25.678000,MEDIUM,18.0,1.0,1.0,1
SAI,Ferrari,19.0,0 days 00:01:30.388000,MEDIUM,19.0,1.0,2.0,1
SAI,Ferrari,20.0,0 days 00:01:44.811000,HARD,1.0,2.0,6.0,1
SAI,Ferrari,21.0,0 days 00:01:24.499000,HARD,2.0,2.0,6.0,1
SAI,Ferrari,22.0,0 days 00:01:24.226000,HARD,3.0,2.0,6.0,1
SAI,Ferrari,23.0,0 days 00:01:24.557000,HARD,4.0,2.0,5.0,1
SAI,Ferrari,24.0,0 days 00:01:23.682000,HARD,5.0,2.0,4.0,1
SAI,Ferrari,25.0,0 days 00:01:23.687000,HARD,6.0,2.0,4.0,1
SAI,Ferrari,26.0,0 days 00:01:23.503000,HARD,7.0,2.0,4.0,1
SAI,Ferrari,27.0,0 days 00:01:23.503000,HARD,8.0,2.0,4.0,1
SAI,Ferrari,28.0,0 days 00:01:23.751000,HARD,9.0,2.0,4.0,1
SAI,Ferrari,29.0,0 days 00:01:23.473000,HARD,10.0,2.0,4.0,1
SAI,Ferrari,30.0,0 days 00:01:23.584000,HARD,11.0,2.0,4.0,1
SAI,Ferrari,31.0,0 days 00:01:23.330000,HARD,12.0,2.0,4.0,1
SAI,Ferrari,32.0,0 days 00:01:23.354000,HARD,13.0,2.0,4.0,1
SAI,Ferrari,33.0,0 days 00:01:23.412000,HARD,14.0,2.0,3.0,1
SAI,Ferrari,34.0,0 days 00:01:23.285000,HARD,15.0,2.0,3.0,1
SAI,Ferrari,35.0,0 days 00:01:23.334000,HARD,16.0,2.0,3.0,1
SAI,Ferrari,36.0,0 days 00:01:23.270000,HARD,17.0,2.0,3.0,1
SAI,Ferrari,37.0,0 days 00:01:23.290000,HARD,18.0,2.0,3.0,1
SAI,Ferrari,38.0,0 days 00:01:23.551000,HARD,19.0,2.0,3.0,1
SAI,Ferrari,39.0,0 days 00:01:23.809000,HARD,20.0,2.0,2.0,1
SAI,Ferrari,40.0,0 days 00:01:23.803000,HARD,21.0,2.0,2.0,1
SAI,Ferrari,41.0,0 days 00:01:23.337000,HARD,22.0,2.0,2.0,1
SAI,Ferrari,42.0,0 days 00:01:23.838000,HARD,23.0,2.0,2.0,1
SAI,Ferrari,43.0,0 days 00:01:23.793000,HARD,24.0,2.0,2.0,1
SAI,Ferrari,44.0,0 days 00:01:23.931000,HARD,25.0,2.0,2.0,1
SAI,Ferrari,45.0,0 days 00:01:25.113000,HARD,26.0,2.0,3.0,1
SAI,Ferrari,46.0,0 days 00:01:24.001000,HARD,27.0,2.0,3.0,1
SAI,Ferrari,47.0,0 days 00:01:24.090000,HARD,28.0,2.0,3.0,1
SAI,Ferrari,48.0,0 days 00:01:24.939000,HARD,29.0,2.0,4.0,1
SAI,Ferrari,49.0,0 days 00:01:23.921000,HARD,30.0,2.0,4.0,1
SAI,Ferrari,50.0,0 days 00:01:23.769000,HARD,31.0,2.0,4.0,1
SAI,Ferrari,51.0,0 days 00:01:23.754000,HARD,32.0,2.0,4.0,1
SAI,Ferrari,52.0,0 days 00:01:23.722000,HARD,33.0,2.0,4.0,1
SAI,Ferrari,53.0,0 days 00:01:23.219000,HARD,34.0,2.0,4.0,1
HAM,Mercedes,1.0,0 days 00:01:29.674000,MEDIUM,1.0,1.0,5.0,1
HAM,Mercedes,2.0,0 days 00:01:26.043000,MEDIUM,2.0,1.0,5.0,1
HAM,Mercedes,3.0,0 days 00:01:25.630000,MEDIUM,3.0,1.0,5.0,1
HAM,Mercedes,4.0,0 days 00:01:25.722000,MEDIUM,4.0,1.0,5.0,1
HAM,Mercedes,5.0,0 days 00:01:24.771000,MEDIUM,5.0,1.0,5.0,1
HAM,Mercedes,6.0,0 days 00:01:24.919000,MEDIUM,6.0,1.0,5.0,1
HAM,Mercedes,7.0,0 days 00:01:25.205000,MEDIUM,7.0,1.0,5.0,1
HAM,Mercedes,8.0,0 days 00:01:24.871000,MEDIUM,8.0,1.0,5.0,1
HAM,Mercedes,9.0,0 days 00:01:25.035000,MEDIUM,9.0,1.0,5.0,1
HAM,Mercedes,10.0,0 days 00:01:24.909000,MEDIUM,10.0,1.0,5.0,1
HAM,Mercedes,11.0,0 days 00:01:24.938000,MEDIUM,11.0,1.0,5.0,1
HAM,Mercedes,12.0,0 days 00:01:24.932000,MEDIUM,12.0,1.0,5.0,1
HAM,Mercedes,13.0,0 days 00:01:25.329000,MEDIUM,13.0,1.0,5.0,1
HAM,Mercedes,14.0,0 days 00:01:25.817000,MEDIUM,14.0,1.0,5.0,1
HAM,Mercedes,15.0,0 days 00:01:30.365000,MEDIUM,15.0,1.0,6.0,1
HAM,Mercedes,16.0,0 days 00:01:45.664000,HARD,1.0,2.0,10.0,1
HAM,Mercedes,17.0,0 days 00:01:24.843000,HARD,2.0,2.0,10.0,1
HAM,Mercedes,18.0,0 days 00:01:24.831000,HARD,3.0,2.0,8.0,1
HAM,Mercedes,19.0,0 days 00:01:24.649000,HARD,4.0,2.0,8.0,1
HAM,Mercedes,20.0,0 days 00:01:24.640000,HARD,5.0,2.0,7.0,1
HAM,Mercedes,21.0,0 days 00:01:24.915000,HARD,6.0,2.0,7.0,1
HAM,Mercedes,22.0,0 days 00:01:24.613000,HARD,7.0,2.0,7.0,1
HAM,Mercedes,23.0,0 days 00:01:24.132000,HARD,8.0,2.0,6.0,1
HAM,Mercedes,24.0,0 days 00:01:23.818000,HARD,9.0,2.0,5.0,1
HAM,Mercedes,25.0,0 days 00:01:23.804000,HARD,10.0,2.0,5.0,1
HAM,Mercedes,26.0,0 days 00:01:23.673000,HARD,11.0,2.0,5.0,1
HAM,Mercedes,27.0,0 days 00:01:23.495000,HARD,12.0,2.0,5.0,1
HAM,Mercedes,28.0,0 days 00:01:23.640000,HARD,13.0,2.0,5.0,1
HAM,Mercedes,29.0,0 days 00:01:23.507000,HARD,14.0,2.0,5.0,1
HAM,Mercedes,30.0,0 days 00:01:23.445000,HARD,15.0,2.0,5.0,1
HAM,Mercedes,31.0,0 days 00:01:23.360000,HARD,16.0,2.0,5.0,1
HAM,Mercedes,32.0,0 days 00:01:23.328000,HARD,17.0,2.0,5.0,1
HAM,Mercedes,33.0,0 days 00:01:23.397000,HARD,18.0,2.0,4.0,1
HAM,Mercedes,34.0,0 days 00:01:23.531000,HARD,19.0,2.0,4.0,1
HAM,Mercedes,35.0,0 days 00:01:23.378000,HARD,20.0,2.0,4.0,1
HAM,Mercedes,36.0,0 days 00:01:23.601000,HARD,21.0,2.0,4.0,1
HAM,Mercedes,37.0,0 days 00:01:28.349000,HARD,22.0,2.0,4.0,1
HAM,Mercedes,38.0,0 days 00:01:42.426000,HARD,1.0,3.0,6.0,1
HAM,Mercedes,39.0,0 days 00:01:22.968000,HARD,2.0,3.0,6.0,1
HAM,Mercedes,40.0,0 days 00:01:23.012000,HARD,3.0,3.0,6.0,1
HAM,Mercedes,41.0,0 days 00:01:22.927000,HARD,4.0,3.0,6.0,1
HAM,Mercedes,42.0,0 days 00:01:22.520000,HARD,5.0,3.0,5.0,1
HAM,Mercedes,43.0,0 days 00:01:22.396000,HARD,6.0,3.0,5.0,1
HAM,Mercedes,44.0,0 days 00:01:22.136000,HARD,7.0,3.0,5.0,1
HAM,Mercedes,45.0,0 days 00:01:22.176000,HARD,8.0,3.0,5.0,1
HAM,Mercedes,46.0,0 days 00:01:22.307000,HARD,9.0,3.0,5.0,1
HAM,Mercedes,47.0,0 days 00:01:22.471000,HARD,10.0,3.0,5.0,1
HAM,Mercedes,48.0,0 days 00:01:22.794000,HARD,11.0,3.0,5.0,1
HAM,Mercedes,49.0,0 days 00:01:22.446000,HARD,12.0,3.0,5.0,1
HAM,Mercedes,50.0,0 days 00:01:22.243000,HARD,13.0,3.0,5.0,1
HAM,Mercedes,51.0,0 days 00:01:22.737000,HARD,14.0,3.0,5.0,1
HAM,Mercedes,52.0,0 days 00:01:25.703000,HARD,15.0,3.0,5.0,1
HAM,Mercedes,53.0,0 days 00:01:21.512000,HARD,16.0,3.0,5.0,1
VER,Red Bull Racing,1.0,0 days 00:01:30.354000,HARD,1.0,1.0,6.0,1
VER,Red Bull Racing,2.0,0 days 00:01:26.170000,HARD,2.0,1.0,6.0,1
VER,Red Bull Racing,3.0,0 days 00:01:25.855000,HARD,3.0,1.0,6.0,1
VER,Red Bull Racing,4.0,0 days 00:01:25.633000,HARD,4.0,1.0,6.0,1
VER,Red Bull Racing,5.0,0 days 00:01:25.218000,HARD,5.0,1.0,6.0,1
VER,Red Bull Racing,6.0,0 days 00:01:25.096000,HARD,6.0,1.0,6.0,1
VER,Red Bull Racing,7.0,0 days 00:01:25.042000,HARD,7.0,1.0,6.0,1
VER,Red Bull Racing,8.0,0 days 00:01:24.918000,HARD,8.0,1.0,6.0,1
VER,Red Bull Racing,9.0,0 days 00:01:25.050000,HARD,9.0,1.0,6.0,1
VER,Red Bull Racing,10.0,0 days 00:01:24.964000,HARD,10.0,1.0,6.0,1
VER,Red Bull Racing,11.0,0 days 00:01:24.978000,HARD,11.0,1.0,6.0,1
VER,Red Bull Racing,12.0,0 days 00:01:24.968000,HARD,12.0,1.0,6.0,1
VER,Red Bull Racing,13.0,0 days 00:01:24.957000,HARD,13.0,1.0,6.0,1
VER,Red Bull Racing,14.0,0 days 00:01:25.287000,HARD,14.0,1.0,6.0,1
VER,Red Bull Racing,15.0,0 days 00:01:25.746000,HARD,15.0,1.0,4.0,1
VER,Red Bull Racing,16.0,0 days 00:01:25.244000,HARD,16.0,1.0,3.0,1
VER,Red Bull Racing,17.0,0 days 00:01:25.340000,HARD,17.0,1.0,2.0,1
VER,Red Bull Racing,18.0,0 days 00:01:25.469000,HARD,18.0,1.0,2.0,1
VER,Red Bull Racing,19.0,0 days 00:01:25.537000,HARD,19.0,1.0,1.0,1
VER,Red Bull Racing,20.0,0 days 00:01:25.559000,HARD,20.0,1.0,1.0,1
VER,Red Bull Racing,21.0,0 days 00:01:25.381000,HARD,21.0,1.0,1.0,1
VER,Red Bull Racing,22.0,0 days 00:01:29.668000,HARD,22.0,1.0,2.0,1
VER,Red Bull Racing,23.0,0 days 00:01:47.839000,HARD,1.0,2.0,8.0,1
VER,Red Bull Racing,24.0,0 days 00:01:23.545000,HARD,2.0,2.0,6.0,1
VER,Red Bull Racing,25.0,0 days 00:01:23.801000,HARD,3.0,2.0,6.0,1
VER,Red Bull Racing,26.0,0 days 00:01:23.618000,HARD,4.0,2.0,6.0,1
VER,Red Bull Racing,27.0,0 days 00:01:23.524000,HARD,5.0,2.0,6.0,1
VER,Red Bull Racing,28.0,0 days 00:01:23.509000,HARD,6.0,2.0,6.0,1
VER,Red Bull Racing,29.0,0 days 00:01:23.452000,HARD,7.0,2.0,6.0,1
VER,Red Bull Racing,30.0,0 days 00:01:23.542000,HARD,8.0,2.0,6.0,1
VER,Red Bull Racing,31.0,0 days 00:01:23.424000,HARD,9.0,2.0,6.0,1
VER,Red Bull Racing,32.0,0 days 00:01:23.490000,HARD,10.0,2.0,6.0,1
VER,Red Bull Racing,33.0,0 days 00:01:23.621000,HARD,11.0,2.0,5.0,1
VER,Red Bull Racing,34.0,0 days 00:01:23.576000,HARD,12.0,2.0,5.0,1
VER,Red Bull Racing,35.0,0 days 00:01:23.589000,HARD,13.0,2.0,5.0,1
VER,Red Bull Racing,36.0,0 days 00:01:23.559000,HARD,14.0,2.0,5.0,1
VER,Red Bull Racing,37.0,0 days 00:01:23.485000,HARD,15.0,2.0,5.0,1
VER,Red Bull Racing,38.0,0 days 00:01:23.427000,HARD,16.0,2.0,4.0,1
VER,Red Bull Racing,39.0,0 days 00:01:23.501000,HARD,17.0,2.0,4.0,1
