Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,TrackStatus
VER,Red Bull Racing,1.0,0 days 00:01:29.739000,SOFT,4.0,1.0,2.0,12
VER,Red Bull Racing,2.0,0 days 00:01:27.509000,SOFT,5.0,1.0,2.0,1
VER,Red Bull Racing,3.0,0 days 00:01:27.574000,SOFT,6.0,1.0,2.0,1
VER,Red Bull Racing,4.0,0 days 00:01:27.601000,SOFT,7.0,1.0,2.0,1
VER,Red Bull Racing,5.0,0 days 00:01:27.937000,SOFT,8.0,1.0,2.0,1
VER,Red Bull Racing,6.0,0 days 00:01:27.761000,SOFT,9.0,1.0,2.0,1
VER,Red Bull Racing,7.0,0 days 00:01:28.070000,SOFT,10.0,1.0,2.0,12
VER,Red Bull Racing,8.0,0 days 00:01:28.115000,SOFT,11.0,1.0,2.0,1
VER,Red Bull Racing,9.0,0 days 00:01:36.463000,SOFT,12.0,1.0,4.0,12
VER,Red Bull Racing,10.0,0 days 00:01:29.262000,SOFT,13.0,1.0,4.0,1
VER,Red Bull Racing,11.0,0 days 00:01:29.192000,SOFT,14.0,1.0,3.0,1
VER,Red Bull Racing,12.0,0 days 00:01:29.055000,SOFT,15.0,1.0,3.0,1
VER,Red Bull Racing,13.0,0 days 00:01:32.379000,SOFT,16.0,1.0,4.0,1
VER,Red Bull Racing,14.0,0 days 00:01:45.251000,MEDIUM,1.0,2.0,5.0,1
VER,Red Bull Racing,15.0,0 days 00:01:27.317000,MEDIUM,2.0,2.0,4.0,1
VER,Red Bull Racing,16.0,0 days 00:01:28.085000,MEDIUM,3.0,2.0,4.0,1
VER,Red Bull Racing,17.0,0 days 00:01:28.130000,MEDIUM,4.0,2.0,4.0,1
VER,Red Bull Racing,18.0,0 days 00:01:28.336000,MEDIUM,5.0,2.0,3.0,1
VER,Red Bull Racing,19.0,0 days 00:01:27.954000,MEDIUM,6.0,2.0,3.0,1
VER,Red Bull Racing,20.0,0 days 00:01:28.275000,MEDIUM,7.0,2.0,3.0,1
VER,Red Bull Racing,21.0,0 days 00:01:28.094000,MEDIUM,8.0,2.0,3.0,1
VER,Red Bull Racing,22.0,0 days 00:01:28.207000,MEDIUM,9.0,2.0,3.0,1
VER,Red Bull Racing,23.0,0 days 00:01:28.466000,MEDIUM,10.0,2.0,3.0,1
VER,Red Bull Racing,24.0,0 days 00:01:29.602000,MEDIUM,11.0,2.0,3.0,1
VER,Red Bull Racing,25.0,0 days 00:01:28.957000,MEDIUM,12.0,2.0,3.0,1
