Year,Race,Driver,Team,LapNumber,Compound,TyreLife,Stint,Position,TrackStatus,LapTimeSeconds,DrivingStyleCluster,DrivingStyle
2024.0,Spain,RIC,RB,50.0,HARD,8.0,3.0,17.0,1.0,79.843,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,51.0,HARD,9.0,3.0,17.0,1.0,79.585,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,52.0,HARD,10.0,3.0,17.0,1.0,81.027,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,53.0,HARD,11.0,3.0,17.0,1.0,80.084,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,54.0,HARD,12.0,3.0,17.0,1.0,80.277,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,55.0,HARD,13.0,3.0,17.0,1.0,80.999,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,56.0,HARD,14.0,3.0,17.0,1.0,80.128,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,57.0,HARD,15.0,3.0,16.0,1.0,79.768,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,58.0,HARD,16.0,3.0,16.0,1.0,81.548,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,59.0,HARD,17.0,3.0,16.0,1.0,79.996,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,60.0,HARD,18.0,3.0,15.0,1.0,79.556,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,61.0,HARD,19.0,3.0,15.0,1.0,79.45,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,62.0,HARD,20.0,3.0,15.0,1.0,79.8,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,63.0,HARD,21.0,3.0,15.0,1.0,79.87,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,64.0,HARD,22.0,3.0,15.0,1.0,80.194,3.0,Fast & Efficient Driver
2024.0,Spain,RIC,RB,65.0,HARD,23.0,3.0,15.0,1.0,79.527,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,1.0,SOFT,1.0,1.0,14.0,1.0,90.001,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,2.0,SOFT,2.0,1.0,14.0,1.0,82.715,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,3.0,SOFT,3.0,1.0,14.0,1.0,82.113,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,4.0,SOFT,4.0,1.0,14.0,1.0,82.291,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,5.0,SOFT,5.0,1.0,14.0,1.0,82.662,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,6.0,SOFT,6.0,1.0,14.0,1.0,82.336,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,7.0,SOFT,7.0,1.0,13.0,1.0,82.3,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,8.0,SOFT,8.0,1.0,13.0,1.0,82.503,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,9.0,SOFT,9.0,1.0,13.0,1.0,82.292,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,10.0,SOFT,10.0,1.0,13.0,1.0,82.314,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,11.0,SOFT,11.0,1.0,14.0,1.0,85.342,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,12.0,SOFT,4.0,2.0,18.0,1.0,99.211,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,13.0,SOFT,5.0,2.0,18.0,1.0,79.608,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,14.0,SOFT,6.0,2.0,17.0,1.0,80.017,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,15.0,SOFT,7.0,2.0,16.0,1.0,81.085,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,16.0,SOFT,8.0,2.0,16.0,1.0,81.257,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,17.0,SOFT,9.0,2.0,15.0,1.0,81.587,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,18.0,SOFT,10.0,2.0,13.0,1.0,81.601,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,19.0,SOFT,11.0,2.0,13.0,1.0,81.23,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,20.0,SOFT,12.0,2.0,12.0,1.0,81.612,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,21.0,SOFT,13.0,2.0,12.0,1.0,81.686,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,22.0,SOFT,14.0,2.0,12.0,1.0,81.931,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,23.0,SOFT,15.0,2.0,12.0,1.0,82.239,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,24.0,SOFT,16.0,2.0,12.0,1.0,81.782,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,25.0,SOFT,17.0,2.0,13.0,1.0,83.041,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,26.0,SOFT,18.0,2.0,14.0,1.0,83.001,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,27.0,SOFT,19.0,2.0,15.0,1.0,83.428,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,28.0,SOFT,20.0,2.0,16.0,1.0,85.577,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,29.0,HARD,1.0,3.0,19.0,1.0,99.622,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,30.0,HARD,2.0,3.0,18.0,1.0,80.195,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,31.0,HARD,3.0,3.0,18.0,1.0,80.47,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,32.0,HARD,4.0,3.0,18.0,1.0,81.613,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,33.0,HARD,5.0,3.0,17.0,1.0,80.565,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,34.0,HARD,6.0,3.0,17.0,1.0,80.744,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,35.0,HARD,7.0,3.0,17.0,1.0,80.666,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,36.0,HARD,8.0,3.0,17.0,1.0,80.604,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,37.0,HARD,9.0,3.0,17.0,1.0,80.815,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,38.0,HARD,10.0,3.0,16.0,1.0,80.773,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,39.0,HARD,11.0,3.0,16.0,1.0,82.774,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,40.0,HARD,12.0,3.0,16.0,1.0,81.055,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,41.0,HARD,13.0,3.0,17.0,1.0,84.249,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,42.0,HARD,14.0,3.0,16.0,1.0,80.477,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,43.0,HARD,15.0,3.0,16.0,1.0,82.645,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,44.0,HARD,16.0,3.0,15.0,1.0,81.338,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,45.0,HARD,17.0,3.0,15.0,1.0,80.81,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,46.0,HARD,18.0,3.0,15.0,1.0,80.891,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,47.0,HARD,19.0,3.0,15.0,1.0,81.055,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,48.0,HARD,20.0,3.0,15.0,1.0,82.101,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,49.0,HARD,21.0,3.0,15.0,1.0,80.644,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,50.0,HARD,22.0,3.0,15.0,1.0,81.587,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,51.0,HARD,23.0,3.0,15.0,1.0,82.406,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,52.0,HARD,24.0,3.0,15.0,1.0,82.596,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,53.0,HARD,25.0,3.0,15.0,1.0,83.642,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,54.0,HARD,26.0,3.0,15.0,1.0,80.795,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,55.0,HARD,27.0,3.0,15.0,1.0,80.81,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,56.0,HARD,28.0,3.0,15.0,1.0,80.369,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,57.0,HARD,29.0,3.0,15.0,1.0,79.936,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,58.0,HARD,30.0,3.0,15.0,1.0,81.902,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,59.0,HARD,31.0,3.0,15.0,1.0,80.39,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,60.0,HARD,32.0,3.0,16.0,1.0,82.699,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,61.0,HARD,33.0,3.0,16.0,1.0,81.16,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,62.0,HARD,34.0,3.0,16.0,1.0,80.876,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,63.0,HARD,35.0,3.0,16.0,1.0,80.747,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,64.0,HARD,36.0,3.0,16.0,1.0,81.325,3.0,Fast & Efficient Driver
2024.0,Spain,BOT,Kick Sauber,65.0,HARD,37.0,3.0,16.0,1.0,81.432,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,1.0,SOFT,1.0,1.0,16.0,1.0,90.633,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,2.0,SOFT,2.0,1.0,16.0,1.0,83.073,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,3.0,SOFT,3.0,1.0,16.0,1.0,82.102,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,4.0,SOFT,4.0,1.0,16.0,1.0,82.38,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,5.0,SOFT,5.0,1.0,16.0,1.0,83.042,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,6.0,SOFT,6.0,1.0,15.0,1.0,82.446,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,7.0,SOFT,7.0,1.0,15.0,1.0,82.471,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,8.0,SOFT,8.0,1.0,15.0,1.0,82.22,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,9.0,SOFT,9.0,1.0,15.0,1.0,82.195,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,10.0,SOFT,10.0,1.0,16.0,1.0,86.084,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,11.0,MEDIUM,1.0,2.0,19.0,1.0,100.571,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,12.0,MEDIUM,2.0,2.0,19.0,1.0,81.47,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,13.0,MEDIUM,3.0,2.0,19.0,1.0,80.964,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,14.0,MEDIUM,4.0,2.0,19.0,1.0,81.224,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,15.0,MEDIUM,5.0,2.0,18.0,1.0,81.439,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,16.0,MEDIUM,6.0,2.0,18.0,1.0,81.51,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,17.0,MEDIUM,7.0,2.0,17.0,1.0,81.34,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,18.0,MEDIUM,8.0,2.0,16.0,1.0,81.287,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,19.0,MEDIUM,9.0,2.0,15.0,1.0,80.95,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,20.0,MEDIUM,10.0,2.0,15.0,1.0,82.488,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,21.0,MEDIUM,11.0,2.0,15.0,1.0,81.786,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,22.0,MEDIUM,12.0,2.0,15.0,1.0,81.595,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,23.0,MEDIUM,13.0,2.0,16.0,1.0,82.566,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,24.0,MEDIUM,14.0,2.0,16.0,1.0,82.057,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,25.0,MEDIUM,15.0,2.0,16.0,1.0,81.716,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,26.0,MEDIUM,16.0,2.0,16.0,1.0,81.817,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,27.0,MEDIUM,17.0,2.0,16.0,1.0,82.342,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,28.0,MEDIUM,18.0,2.0,15.0,1.0,81.945,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,29.0,MEDIUM,19.0,2.0,16.0,1.0,85.381,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,30.0,HARD,1.0,3.0,20.0,1.0,107.447,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,31.0,HARD,2.0,3.0,20.0,1.0,80.045,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,32.0,HARD,3.0,3.0,20.0,1.0,79.927,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,33.0,HARD,4.0,3.0,20.0,1.0,79.805,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,34.0,HARD,5.0,3.0,20.0,1.0,80.206,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,35.0,HARD,6.0,3.0,19.0,1.0,80.298,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,36.0,HARD,7.0,3.0,19.0,1.0,80.48,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,37.0,HARD,8.0,3.0,19.0,1.0,80.488,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,38.0,HARD,9.0,3.0,19.0,1.0,80.327,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,39.0,HARD,10.0,3.0,19.0,1.0,80.62,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,40.0,HARD,11.0,3.0,19.0,1.0,81.685,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,41.0,HARD,12.0,3.0,19.0,1.0,80.948,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,42.0,HARD,13.0,3.0,18.0,1.0,80.912,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,43.0,HARD,14.0,3.0,17.0,1.0,81.033,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,44.0,HARD,15.0,3.0,16.0,1.0,81.124,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,45.0,HARD,16.0,3.0,16.0,1.0,80.884,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,46.0,HARD,17.0,3.0,16.0,1.0,81.131,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,47.0,HARD,18.0,3.0,16.0,1.0,80.967,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,48.0,HARD,19.0,3.0,16.0,1.0,81.784,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,49.0,HARD,20.0,3.0,16.0,1.0,80.94,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,50.0,HARD,21.0,3.0,16.0,1.0,81.147,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,51.0,HARD,22.0,3.0,16.0,1.0,83.892,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,52.0,HARD,23.0,3.0,16.0,1.0,82.938,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,53.0,HARD,24.0,3.0,16.0,1.0,81.932,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,54.0,HARD,25.0,3.0,16.0,1.0,80.894,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,55.0,HARD,26.0,3.0,16.0,1.0,80.638,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,56.0,HARD,27.0,3.0,16.0,1.0,80.584,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,57.0,HARD,28.0,3.0,17.0,1.0,82.164,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,58.0,HARD,29.0,3.0,17.0,1.0,81.049,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,59.0,HARD,30.0,3.0,17.0,1.0,80.796,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,60.0,HARD,31.0,3.0,17.0,1.0,80.996,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,61.0,HARD,32.0,3.0,17.0,1.0,81.022,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,62.0,HARD,33.0,3.0,17.0,1.0,80.994,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,63.0,HARD,34.0,3.0,17.0,1.0,81.008,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,64.0,HARD,35.0,3.0,17.0,1.0,81.366,3.0,Fast & Efficient Driver
2024.0,Spain,MAG,Haas F1 Team,65.0,HARD,36.0,3.0,17.0,1.0,81.45,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,1.0,MEDIUM,1.0,1.0,20.0,1.0,93.92,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,2.0,MEDIUM,2.0,1.0,20.0,1.0,82.217,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,3.0,MEDIUM,3.0,1.0,20.0,1.0,82.171,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,4.0,MEDIUM,4.0,1.0,20.0,1.0,82.278,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,5.0,MEDIUM,5.0,1.0,20.0,1.0,82.775,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,6.0,MEDIUM,6.0,1.0,19.0,1.0,82.498,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,7.0,MEDIUM,7.0,1.0,19.0,1.0,83.531,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,8.0,MEDIUM,8.0,1.0,19.0,1.0,83.225,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,9.0,MEDIUM,9.0,1.0,17.0,1.0,82.838,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,10.0,MEDIUM,10.0,1.0,17.0,1.0,82.787,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,11.0,MEDIUM,11.0,1.0,16.0,1.0,82.421,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,12.0,MEDIUM,12.0,1.0,15.0,1.0,82.119,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,13.0,MEDIUM,13.0,1.0,14.0,1.0,82.263,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,14.0,MEDIUM,14.0,1.0,12.0,1.0,82.246,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,15.0,MEDIUM,15.0,1.0,11.0,1.0,82.595,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,16.0,MEDIUM,16.0,1.0,13.0,1.0,83.579,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,17.0,MEDIUM,17.0,1.0,13.0,1.0,83.526,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,18.0,MEDIUM,18.0,1.0,15.0,1.0,86.838,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,19.0,SOFT,1.0,2.0,20.0,1.0,100.225,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,20.0,SOFT,2.0,2.0,20.0,1.0,80.005,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,21.0,SOFT,3.0,2.0,20.0,1.0,80.288,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,22.0,SOFT,4.0,2.0,20.0,1.0,80.494,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,23.0,SOFT,5.0,2.0,20.0,1.0,81.052,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,24.0,SOFT,6.0,2.0,19.0,1.0,81.181,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,25.0,SOFT,7.0,2.0,19.0,1.0,80.945,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,26.0,SOFT,8.0,2.0,19.0,1.0,81.477,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,27.0,SOFT,9.0,2.0,18.0,1.0,81.645,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,28.0,SOFT,10.0,2.0,18.0,1.0,81.416,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,29.0,SOFT,11.0,2.0,17.0,1.0,81.102,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,30.0,SOFT,12.0,2.0,16.0,1.0,81.419,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,31.0,SOFT,13.0,2.0,16.0,1.0,81.252,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,32.0,SOFT,14.0,2.0,16.0,1.0,81.17,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,33.0,SOFT,15.0,2.0,16.0,1.0,80.993,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,34.0,SOFT,16.0,2.0,16.0,1.0,81.283,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,35.0,SOFT,17.0,2.0,16.0,1.0,81.636,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,36.0,SOFT,18.0,2.0,16.0,1.0,81.479,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,37.0,SOFT,19.0,2.0,16.0,1.0,81.577,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,38.0,SOFT,20.0,2.0,15.0,1.0,81.737,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,39.0,SOFT,21.0,2.0,15.0,1.0,82.269,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,40.0,SOFT,22.0,2.0,15.0,1.0,81.587,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,41.0,SOFT,23.0,2.0,15.0,1.0,82.155,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,42.0,SOFT,24.0,2.0,14.0,1.0,84.25,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,43.0,SOFT,25.0,2.0,15.0,1.0,85.925,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,44.0,SOFT,1.0,3.0,19.0,1.0,97.415,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,45.0,SOFT,2.0,3.0,18.0,1.0,79.132,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,46.0,SOFT,3.0,3.0,18.0,1.0,83.125,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,47.0,SOFT,4.0,3.0,18.0,1.0,79.852,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,48.0,SOFT,5.0,3.0,18.0,1.0,82.037,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,49.0,SOFT,6.0,3.0,18.0,1.0,79.881,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,50.0,SOFT,7.0,3.0,18.0,1.0,80.077,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,51.0,SOFT,8.0,3.0,18.0,1.0,81.43,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,52.0,SOFT,9.0,3.0,18.0,1.0,80.131,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,53.0,SOFT,10.0,3.0,18.0,1.0,80.22,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,54.0,SOFT,11.0,3.0,18.0,1.0,80.3,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,55.0,SOFT,12.0,3.0,18.0,1.0,80.197,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,56.0,SOFT,13.0,3.0,18.0,1.0,81.742,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,57.0,SOFT,14.0,3.0,18.0,1.0,80.119,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,58.0,SOFT,15.0,3.0,18.0,1.0,89.605,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,59.0,SOFT,16.0,3.0,18.0,1.0,80.097,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,60.0,SOFT,17.0,3.0,18.0,1.0,79.876,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,61.0,SOFT,18.0,3.0,18.0,1.0,80.002,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,62.0,SOFT,19.0,3.0,18.0,1.0,79.993,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,63.0,SOFT,20.0,3.0,18.0,1.0,80.211,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,64.0,SOFT,21.0,3.0,18.0,1.0,80.235,3.0,Fast & Efficient Driver
2024.0,Spain,ALB,Williams,65.0,SOFT,22.0,3.0,18.0,1.0,80.31,3.0,Fast & Efficient Driver
2024.0,Spain,TSU,RB,1.0,SOFT,1.0,1.0,15.0,1.0,90.324,3.0,Fast & Efficient Driver
2024.0,Spain,TSU,RB,2.0,SOFT,2.0,1.0,15.0,1.0,82.957,3.0,Fast & Efficient Driver
2024.0,Spain,TSU,RB,3.0,SOFT,3.0,1.0,15.0,1.0,82.193,3.0,Fast & Efficient Driver
2024.0,Spain,TSU,RB,4.0,SOFT,4.0,1.0,15.0,1.0,82.407,3.0,Fast & Efficient Driver
