Year,Race,Driver,Team,LapNumber,Compound,TyreLife,Stint,Position,TrackStatus,LapTimeSeconds,DrivingStyleCluster,DrivingStyle
2024.0,Monza,PER,Red Bull Racing,12.0,HARD,12.0,1.0,7.0,1.0,84.654,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,13.0,HARD,13.0,1.0,7.0,1.0,85.041,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,14.0,HARD,14.0,1.0,7.0,1.0,85.229,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,15.0,HARD,15.0,1.0,5.0,1.0,85.543,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,16.0,HARD,16.0,1.0,4.0,1.0,85.434,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,17.0,HARD,17.0,1.0,3.0,1.0,85.444,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,18.0,HARD,18.0,1.0,3.0,1.0,85.448,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,19.0,HARD,19.0,1.0,3.0,1.0,85.683,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,20.0,HARD,20.0,1.0,2.0,1.0,86.111,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,21.0,HARD,21.0,1.0,2.0,1.0,85.864,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,22.0,HARD,22.0,1.0,1.0,1.0,85.709,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,23.0,HARD,23.0,1.0,4.0,1.0,89.869,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,24.0,HARD,1.0,2.0,8.0,1.0,105.017,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,25.0,HARD,2.0,2.0,7.0,1.0,84.109,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,26.0,HARD,3.0,2.0,7.0,1.0,83.975,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,27.0,HARD,4.0,2.0,7.0,1.0,83.784,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,28.0,HARD,5.0,2.0,7.0,1.0,83.598,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,29.0,HARD,6.0,2.0,7.0,1.0,83.854,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,30.0,HARD,7.0,2.0,7.0,1.0,83.474,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,31.0,HARD,8.0,2.0,7.0,1.0,85.086,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,32.0,HARD,9.0,2.0,7.0,1.0,83.825,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,33.0,HARD,10.0,2.0,7.0,1.0,83.473,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,34.0,HARD,11.0,2.0,7.0,1.0,83.611,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,35.0,HARD,12.0,2.0,7.0,1.0,88.255,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,36.0,MEDIUM,1.0,3.0,9.0,1.0,104.074,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,37.0,MEDIUM,2.0,3.0,8.0,1.0,83.291,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,38.0,MEDIUM,3.0,3.0,9.0,1.0,86.243,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,39.0,MEDIUM,4.0,3.0,9.0,1.0,83.707,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,40.0,MEDIUM,5.0,3.0,9.0,1.0,83.393,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,41.0,MEDIUM,6.0,3.0,9.0,1.0,83.267,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,42.0,MEDIUM,7.0,3.0,9.0,1.0,83.908,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,43.0,MEDIUM,8.0,3.0,9.0,1.0,84.537,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,44.0,MEDIUM,9.0,3.0,8.0,1.0,83.617,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,45.0,MEDIUM,10.0,3.0,8.0,1.0,83.033,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,46.0,MEDIUM,11.0,3.0,8.0,1.0,82.996,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,47.0,MEDIUM,12.0,3.0,8.0,1.0,82.971,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,48.0,MEDIUM,13.0,3.0,8.0,1.0,83.315,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,49.0,MEDIUM,14.0,3.0,8.0,1.0,83.612,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,50.0,MEDIUM,15.0,3.0,8.0,1.0,83.39,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,51.0,MEDIUM,16.0,3.0,8.0,1.0,83.415,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,52.0,MEDIUM,17.0,3.0,8.0,1.0,84.071,1.0,High-Speed Aggressive Driver
2024.0,Monza,PER,Red Bull Racing,53.0,MEDIUM,18.0,3.0,8.0,1.0,84.511,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,1.0,MEDIUM,1.0,1.0,9.0,1.0,91.965,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,2.0,MEDIUM,2.0,1.0,9.0,1.0,87.011,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,3.0,MEDIUM,3.0,1.0,9.0,1.0,86.282,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,4.0,MEDIUM,4.0,1.0,9.0,1.0,86.527,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,5.0,MEDIUM,5.0,1.0,9.0,1.0,86.039,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,6.0,MEDIUM,6.0,1.0,9.0,1.0,85.946,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,7.0,MEDIUM,7.0,1.0,9.0,1.0,85.99,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,8.0,MEDIUM,8.0,1.0,9.0,1.0,85.963,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,9.0,MEDIUM,9.0,1.0,9.0,1.0,85.666,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,10.0,MEDIUM,10.0,1.0,9.0,1.0,85.711,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,11.0,MEDIUM,11.0,1.0,9.0,1.0,85.734,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,12.0,MEDIUM,12.0,1.0,8.0,1.0,85.468,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,13.0,MEDIUM,13.0,1.0,8.0,1.0,85.533,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,14.0,MEDIUM,14.0,1.0,8.0,1.0,86.14,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,15.0,MEDIUM,15.0,1.0,7.0,1.0,86.463,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,16.0,MEDIUM,16.0,1.0,5.0,1.0,86.454,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,17.0,MEDIUM,17.0,1.0,7.0,1.0,91.436,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,18.0,HARD,1.0,2.0,13.0,1.0,106.033,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,19.0,HARD,2.0,2.0,13.0,1.0,85.254,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,20.0,HARD,3.0,2.0,12.0,1.0,85.074,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,21.0,HARD,4.0,2.0,12.0,1.0,84.86,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,22.0,HARD,5.0,2.0,12.0,1.0,85.053,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,23.0,HARD,6.0,2.0,12.0,1.0,85.132,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,24.0,HARD,7.0,2.0,12.0,1.0,85.196,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,25.0,HARD,8.0,2.0,11.0,1.0,84.707,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,26.0,HARD,9.0,2.0,11.0,1.0,85.065,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,27.0,HARD,10.0,2.0,11.0,1.0,84.949,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,28.0,HARD,11.0,2.0,11.0,1.0,84.793,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,29.0,HARD,12.0,2.0,11.0,1.0,84.871,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,30.0,HARD,13.0,2.0,11.0,1.0,84.754,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,31.0,HARD,14.0,2.0,10.0,1.0,85.229,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,32.0,HARD,15.0,2.0,10.0,1.0,84.412,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,33.0,HARD,16.0,2.0,11.0,1.0,86.282,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,34.0,HARD,17.0,2.0,10.0,1.0,85.57,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,35.0,HARD,18.0,2.0,10.0,1.0,84.994,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,36.0,HARD,19.0,2.0,8.0,1.0,84.748,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,37.0,HARD,20.0,2.0,10.0,1.0,85.882,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,38.0,HARD,21.0,2.0,10.0,1.0,85.214,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,39.0,HARD,22.0,2.0,10.0,1.0,84.971,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,40.0,HARD,23.0,2.0,10.0,1.0,84.552,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,41.0,HARD,24.0,2.0,10.0,1.0,84.372,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,42.0,HARD,25.0,2.0,10.0,1.0,84.874,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,43.0,HARD,26.0,2.0,10.0,1.0,84.669,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,44.0,HARD,27.0,2.0,10.0,1.0,84.678,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,45.0,HARD,28.0,2.0,10.0,1.0,84.569,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,46.0,HARD,29.0,2.0,10.0,1.0,84.554,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,47.0,HARD,30.0,2.0,10.0,1.0,84.383,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,48.0,HARD,31.0,2.0,10.0,1.0,84.149,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,49.0,HARD,32.0,2.0,10.0,1.0,84.262,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,50.0,HARD,33.0,2.0,10.0,1.0,83.956,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,51.0,HARD,34.0,2.0,10.0,1.0,83.921,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,52.0,HARD,35.0,2.0,10.0,1.0,83.955,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALB,Williams,53.0,HARD,36.0,2.0,10.0,1.0,83.918,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,1.0,MEDIUM,1.0,1.0,12.0,1.0,93.931,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,2.0,MEDIUM,2.0,1.0,12.0,1.0,87.205,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,3.0,MEDIUM,3.0,1.0,12.0,1.0,86.584,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,4.0,MEDIUM,4.0,1.0,12.0,1.0,86.372,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,5.0,MEDIUM,5.0,1.0,12.0,1.0,86.142,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,6.0,MEDIUM,6.0,1.0,12.0,1.0,85.902,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,7.0,MEDIUM,7.0,1.0,12.0,1.0,85.825,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,8.0,MEDIUM,8.0,1.0,12.0,1.0,85.966,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,9.0,MEDIUM,9.0,1.0,12.0,1.0,85.785,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,10.0,MEDIUM,10.0,1.0,12.0,1.0,85.799,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,11.0,MEDIUM,11.0,1.0,11.0,1.0,86.04,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,12.0,MEDIUM,12.0,1.0,9.0,1.0,86.145,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,13.0,MEDIUM,13.0,1.0,9.0,1.0,86.286,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,14.0,MEDIUM,14.0,1.0,11.0,1.0,89.943,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,15.0,HARD,1.0,2.0,17.0,1.0,107.023,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,16.0,HARD,2.0,2.0,16.0,1.0,85.644,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,17.0,HARD,3.0,2.0,15.0,1.0,84.769,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,18.0,HARD,4.0,2.0,15.0,1.0,86.533,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,19.0,HARD,5.0,2.0,15.0,1.0,85.109,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,20.0,HARD,6.0,2.0,14.0,1.0,85.154,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,21.0,HARD,7.0,2.0,14.0,1.0,84.793,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,22.0,HARD,8.0,2.0,14.0,1.0,85.071,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,23.0,HARD,9.0,2.0,13.0,1.0,85.057,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,24.0,HARD,10.0,2.0,13.0,1.0,85.131,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,25.0,HARD,11.0,2.0,13.0,1.0,85.504,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,26.0,HARD,12.0,2.0,12.0,1.0,85.199,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,27.0,HARD,13.0,2.0,12.0,1.0,84.64,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,28.0,HARD,14.0,2.0,12.0,1.0,84.415,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,29.0,HARD,15.0,2.0,12.0,1.0,84.799,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,30.0,HARD,16.0,2.0,12.0,1.0,84.573,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,31.0,HARD,17.0,2.0,11.0,1.0,84.458,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,32.0,HARD,18.0,2.0,11.0,1.0,84.408,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,33.0,HARD,19.0,2.0,10.0,1.0,84.853,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,34.0,HARD,20.0,2.0,9.0,1.0,84.702,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,35.0,HARD,21.0,2.0,8.0,1.0,84.17,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,36.0,HARD,22.0,2.0,7.0,1.0,84.276,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,37.0,HARD,23.0,2.0,7.0,1.0,83.95,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,38.0,HARD,24.0,2.0,7.0,1.0,84.803,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,39.0,HARD,25.0,2.0,7.0,1.0,84.463,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,40.0,HARD,26.0,2.0,7.0,1.0,84.282,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,41.0,HARD,27.0,2.0,7.0,1.0,84.625,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,42.0,HARD,28.0,2.0,8.0,1.0,84.628,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,43.0,HARD,29.0,2.0,8.0,1.0,84.605,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,44.0,HARD,30.0,2.0,9.0,1.0,85.205,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,45.0,HARD,31.0,2.0,9.0,1.0,84.272,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,46.0,HARD,32.0,2.0,9.0,1.0,84.124,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,47.0,HARD,33.0,2.0,9.0,1.0,83.971,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,48.0,HARD,34.0,2.0,9.0,1.0,83.741,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,49.0,HARD,35.0,2.0,9.0,1.0,83.708,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,50.0,HARD,36.0,2.0,9.0,1.0,83.603,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,51.0,HARD,37.0,2.0,9.0,1.0,83.437,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,52.0,HARD,38.0,2.0,9.0,1.0,83.691,1.0,High-Speed Aggressive Driver
2024.0,Monza,MAG,Haas F1 Team,53.0,HARD,39.0,2.0,9.0,1.0,83.715,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,1.0,MEDIUM,2.0,1.0,10.0,1.0,92.411,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,2.0,MEDIUM,3.0,1.0,10.0,1.0,87.236,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,3.0,MEDIUM,4.0,1.0,10.0,1.0,86.41,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,4.0,MEDIUM,5.0,1.0,10.0,1.0,86.411,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,5.0,MEDIUM,6.0,1.0,10.0,1.0,86.218,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,6.0,MEDIUM,7.0,1.0,10.0,1.0,85.911,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,7.0,MEDIUM,8.0,1.0,10.0,1.0,85.95,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,8.0,MEDIUM,9.0,1.0,10.0,1.0,85.693,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,9.0,MEDIUM,10.0,1.0,10.0,1.0,85.969,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,10.0,MEDIUM,11.0,1.0,10.0,1.0,85.832,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,11.0,MEDIUM,12.0,1.0,10.0,1.0,85.758,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,12.0,MEDIUM,13.0,1.0,11.0,1.0,89.74,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,13.0,HARD,2.0,2.0,15.0,1.0,105.594,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,14.0,HARD,3.0,2.0,16.0,1.0,85.832,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,15.0,HARD,4.0,2.0,15.0,1.0,84.67,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,16.0,HARD,5.0,2.0,14.0,1.0,84.614,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,17.0,HARD,6.0,2.0,13.0,1.0,84.574,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,18.0,HARD,7.0,2.0,12.0,1.0,84.882,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,19.0,HARD,8.0,2.0,12.0,1.0,85.314,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,20.0,HARD,9.0,2.0,11.0,1.0,85.676,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,21.0,HARD,10.0,2.0,11.0,1.0,85.297,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,22.0,HARD,11.0,2.0,10.0,1.0,85.451,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,23.0,HARD,12.0,2.0,10.0,1.0,85.017,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,24.0,HARD,13.0,2.0,10.0,1.0,84.588,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,25.0,HARD,14.0,2.0,10.0,1.0,84.504,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,26.0,HARD,15.0,2.0,10.0,1.0,84.937,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,27.0,HARD,16.0,2.0,9.0,1.0,84.891,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,28.0,HARD,17.0,2.0,9.0,1.0,84.725,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,29.0,HARD,18.0,2.0,9.0,1.0,85.011,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,30.0,HARD,19.0,2.0,9.0,1.0,85.039,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,31.0,HARD,20.0,2.0,9.0,1.0,85.128,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,32.0,HARD,21.0,2.0,9.0,1.0,85.099,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,33.0,HARD,22.0,2.0,9.0,1.0,85.289,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,34.0,HARD,23.0,2.0,8.0,1.0,85.083,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,35.0,HARD,24.0,2.0,9.0,1.0,89.799,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,36.0,HARD,3.0,3.0,14.0,1.0,104.152,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,37.0,HARD,4.0,3.0,13.0,1.0,83.703,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,38.0,HARD,5.0,3.0,13.0,1.0,83.847,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,39.0,HARD,6.0,3.0,13.0,1.0,83.77,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,40.0,HARD,7.0,3.0,13.0,1.0,83.683,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,41.0,HARD,8.0,3.0,13.0,1.0,83.822,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,42.0,HARD,9.0,3.0,13.0,1.0,83.637,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,43.0,HARD,10.0,3.0,12.0,1.0,83.681,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,44.0,HARD,11.0,3.0,12.0,1.0,83.529,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,45.0,HARD,12.0,3.0,12.0,1.0,83.484,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,46.0,HARD,13.0,3.0,11.0,1.0,82.944,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,47.0,HARD,14.0,3.0,11.0,1.0,83.221,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,48.0,HARD,15.0,3.0,11.0,1.0,83.245,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,49.0,HARD,16.0,3.0,11.0,1.0,83.525,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,50.0,HARD,17.0,3.0,11.0,1.0,83.511,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,51.0,HARD,18.0,3.0,11.0,1.0,83.468,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,52.0,HARD,19.0,3.0,11.0,1.0,83.761,1.0,High-Speed Aggressive Driver
2024.0,Monza,ALO,Aston Martin,53.0,HARD,20.0,3.0,11.0,1.0,83.686,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,1.0,MEDIUM,1.0,1.0,18.0,1.0,95.885,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,2.0,MEDIUM,2.0,1.0,17.0,1.0,87.845,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,3.0,MEDIUM,3.0,1.0,17.0,1.0,86.578,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,4.0,MEDIUM,4.0,1.0,17.0,1.0,86.25,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,5.0,MEDIUM,5.0,1.0,15.0,1.0,87.151,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,6.0,MEDIUM,6.0,1.0,15.0,1.0,86.057,1.0,High-Speed Aggressive Driver
2024.0,Monza,COL,Williams,7.0,MEDIUM,7.0,1.0,16.0,1.0,87.204,1.0,High-Speed Aggressive Driver
