Driver,Team,LapNumber,Compound,TyreLife,Stint,Position,TrackStatus,LapTimeSeconds
GAS,AlphaTauri,53.0,SOFT,10.0,4.0,14.0,1.0,87.009
GAS,AlphaTauri,54.0,SOFT,11.0,4.0,14.0,1.0,87.275
GAS,AlphaTauri,55.0,SOFT,12.0,4.0,14.0,1.0,89.596
GAS,AlphaTauri,56.0,SOFT,13.0,4.0,14.0,1.0,89.681
GAS,AlphaTauri,57.0,SOFT,14.0,4.0,14.0,1.0,88.002
GAS,AlphaTauri,58.0,SOFT,15.0,4.0,14.0,1.0,87.911
GAS,AlphaTauri,59.0,SOFT,16.0,4.0,14.0,1.0,88.154
GAS,AlphaTauri,60.0,SOFT,17.0,4.0,14.0,1.0,88.3
GAS,AlphaTauri,61.0,SOFT,18.0,4.0,14.0,1.0,88.145
GAS,AlphaTauri,62.0,SOFT,19.0,4.0,14.0,1.0,88.352
GAS,AlphaTauri,63.0,SOFT,20.0,4.0,14.0,1.0,88.873
GAS,AlphaTauri,64.0,SOFT,21.0,4.0,14.0,1.0,89.664
GAS,AlphaTauri,65.0,SOFT,22.0,4.0,13.0,1.0,88.352
MSC,Haas F1 Team,2.0,SOFT,4.0,1.0,6.0,1.0,89.013
MSC,Haas F1 Team,3.0,SOFT,5.0,1.0,6.0,1.0,89.329
MSC,Haas F1 Team,4.0,SOFT,6.0,1.0,7.0,1.0,90.6
MSC,Haas F1 Team,5.0,SOFT,7.0,1.0,7.0,1.0,90.017
MSC,Haas F1 Team,6.0,SOFT,8.0,1.0,8.0,1.0,90.939
MSC,Haas F1 Team,8.0,SOFT,10.0,1.0,7.0,1.0,90.32
MSC,Haas F1 Team,10.0,SOFT,12.0,1.0,8.0,1.0,92.107
MSC,Haas F1 Team,11.0,SOFT,13.0,1.0,8.0,1.0,90.888
MSC,Haas F1 Team,12.0,SOFT,14.0,1.0,8.0,1.0,94.895
MSC,Haas F1 Team,13.0,SOFT,4.0,2.0,14.0,1.0,109.062
MSC,Haas F1 Team,14.0,SOFT,5.0,2.0,14.0,1.0,89.048
MSC,Haas F1 Team,15.0,SOFT,6.0,2.0,13.0,1.0,89.453
MSC,Haas F1 Team,16.0,SOFT,7.0,2.0,13.0,1.0,89.815
MSC,Haas F1 Team,17.0,SOFT,8.0,2.0,13.0,1.0,90.113
MSC,Haas F1 Team,18.0,SOFT,9.0,2.0,13.0,1.0,89.688
MSC,Haas F1 Team,19.0,SOFT,10.0,2.0,12.0,1.0,89.215
MSC,Haas F1 Team,20.0,SOFT,11.0,2.0,12.0,1.0,90.038
MSC,Haas F1 Team,21.0,SOFT,12.0,2.0,12.0,1.0,90.042
MSC,Haas F1 Team,22.0,SOFT,13.0,2.0,11.0,1.0,90.122
MSC,Haas F1 Team,23.0,SOFT,14.0,2.0,11.0,1.0,89.993
MSC,Haas F1 Team,24.0,SOFT,15.0,2.0,11.0,1.0,89.768
MSC,Haas F1 Team,25.0,SOFT,16.0,2.0,11.0,1.0,89.97
MSC,Haas F1 Team,26.0,SOFT,17.0,2.0,11.0,1.0,90.457
MSC,Haas F1 Team,27.0,SOFT,18.0,2.0,11.0,1.0,90.17
MSC,Haas F1 Team,28.0,SOFT,19.0,2.0,10.0,1.0,90.905
MSC,Haas F1 Team,29.0,SOFT,20.0,2.0,10.0,1.0,90.515
MSC,Haas F1 Team,30.0,SOFT,21.0,2.0,11.0,1.0,94.265
MSC,Haas F1 Team,31.0,MEDIUM,1.0,3.0,13.0,1.0,106.912
MSC,Haas F1 Team,32.0,MEDIUM,2.0,3.0,12.0,1.0,87.447
MSC,Haas F1 Team,33.0,MEDIUM,3.0,3.0,12.0,1.0,87.654
MSC,Haas F1 Team,34.0,MEDIUM,4.0,3.0,12.0,1.0,87.939
MSC,Haas F1 Team,35.0,MEDIUM,5.0,3.0,12.0,1.0,88.456
MSC,Haas F1 Team,36.0,MEDIUM,6.0,3.0,12.0,1.0,88.359
MSC,Haas F1 Team,37.0,MEDIUM,7.0,3.0,12.0,1.0,88.609
MSC,Haas F1 Team,38.0,MEDIUM,8.0,3.0,12.0,1.0,88.703
MSC,Haas F1 Team,39.0,MEDIUM,9.0,3.0,12.0,1.0,89.311
MSC,Haas F1 Team,40.0,MEDIUM,10.0,3.0,12.0,1.0,89.501
MSC,Haas F1 Team,41.0,MEDIUM,11.0,3.0,12.0,1.0,89.351
MSC,Haas F1 Team,42.0,MEDIUM,12.0,3.0,12.0,1.0,88.695
MSC,Haas F1 Team,43.0,MEDIUM,13.0,3.0,11.0,1.0,88.835
MSC,Haas F1 Team,44.0,MEDIUM,14.0,3.0,11.0,1.0,89.146
MSC,Haas F1 Team,45.0,MEDIUM,15.0,3.0,11.0,1.0,88.939
MSC,Haas F1 Team,46.0,MEDIUM,16.0,3.0,11.0,1.0,89.038
MSC,Haas F1 Team,47.0,MEDIUM,17.0,3.0,11.0,1.0,89.074
MSC,Haas F1 Team,48.0,MEDIUM,18.0,3.0,11.0,1.0,88.779
MSC,Haas F1 Team,49.0,MEDIUM,19.0,3.0,11.0,1.0,89.192
MSC,Haas F1 Team,50.0,MEDIUM,20.0,3.0,11.0,1.0,89.326
MSC,Haas F1 Team,51.0,MEDIUM,21.0,3.0,11.0,1.0,88.974
MSC,Haas F1 Team,52.0,MEDIUM,22.0,3.0,11.0,1.0,89.255
MSC,Haas F1 Team,53.0,MEDIUM,23.0,3.0,10.0,1.0,90.819
MSC,Haas F1 Team,54.0,MEDIUM,24.0,3.0,9.0,1.0,88.916
MSC,Haas F1 Team,55.0,MEDIUM,25.0,3.0,10.0,1.0,90.575
MSC,Haas F1 Team,56.0,MEDIUM,26.0,3.0,11.0,1.0,90.482
MSC,Haas F1 Team,57.0,MEDIUM,27.0,3.0,11.0,1.0,89.673
MSC,Haas F1 Team,58.0,MEDIUM,28.0,3.0,11.0,1.0,90.104
MSC,Haas F1 Team,59.0,MEDIUM,29.0,3.0,12.0,1.0,91.964
MSC,Haas F1 Team,60.0,MEDIUM,30.0,3.0,12.0,1.0,89.737
MSC,Haas F1 Team,61.0,MEDIUM,31.0,3.0,12.0,1.0,92.02
MSC,Haas F1 Team,62.0,MEDIUM,32.0,3.0,12.0,1.0,90.413
MSC,Haas F1 Team,63.0,MEDIUM,33.0,3.0,12.0,1.0,89.727
MSC,Haas F1 Team,64.0,MEDIUM,34.0,3.0,13.0,1.0,91.005
MSC,Haas F1 Team,65.0,MEDIUM,35.0,3.0,14.0,1.0,91.153
STR,Aston Martin,2.0,SOFT,5.0,1.0,14.0,1.0,91.063
STR,Aston Martin,3.0,SOFT,6.0,1.0,14.0,1.0,90.49
STR,Aston Martin,4.0,SOFT,7.0,1.0,14.0,1.0,89.978
STR,Aston Martin,5.0,SOFT,8.0,1.0,15.0,1.0,91.223
STR,Aston Martin,6.0,SOFT,9.0,1.0,16.0,1.0,91.457
STR,Aston Martin,10.0,SOFT,13.0,1.0,15.0,1.0,91.32
STR,Aston Martin,11.0,SOFT,14.0,1.0,12.0,1.0,90.851
STR,Aston Martin,12.0,SOFT,15.0,1.0,10.0,1.0,90.736
STR,Aston Martin,13.0,SOFT,16.0,1.0,8.0,1.0,90.433
STR,Aston Martin,14.0,SOFT,17.0,1.0,9.0,1.0,94.527
STR,Aston Martin,15.0,SOFT,4.0,2.0,18.0,1.0,109.072
STR,Aston Martin,16.0,SOFT,5.0,2.0,17.0,1.0,88.761
STR,Aston Martin,17.0,SOFT,6.0,2.0,17.0,1.0,88.888
STR,Aston Martin,18.0,SOFT,7.0,2.0,17.0,1.0,88.532
STR,Aston Martin,19.0,SOFT,8.0,2.0,17.0,1.0,89.025
STR,Aston Martin,20.0,SOFT,9.0,2.0,17.0,1.0,89.374
STR,Aston Martin,21.0,SOFT,10.0,2.0,17.0,1.0,89.964
STR,Aston Martin,22.0,SOFT,11.0,2.0,15.0,1.0,90.203
STR,Aston Martin,23.0,SOFT,12.0,2.0,15.0,1.0,89.298
STR,Aston Martin,24.0,SOFT,13.0,2.0,15.0,1.0,89.992
STR,Aston Martin,25.0,SOFT,14.0,2.0,15.0,1.0,89.957
STR,Aston Martin,26.0,SOFT,15.0,2.0,15.0,1.0,90.687
STR,Aston Martin,27.0,SOFT,16.0,2.0,17.0,1.0,105.403
STR,Aston Martin,28.0,MEDIUM,2.0,3.0,17.0,1.0,110.401
STR,Aston Martin,29.0,MEDIUM,3.0,3.0,15.0,1.0,89.823
STR,Aston Martin,30.0,MEDIUM,4.0,3.0,15.0,1.0,88.99
STR,Aston Martin,31.0,MEDIUM,5.0,3.0,15.0,1.0,88.943
STR,Aston Martin,32.0,MEDIUM,6.0,3.0,15.0,1.0,89.034
STR,Aston Martin,33.0,MEDIUM,7.0,3.0,15.0,1.0,88.746
STR,Aston Martin,34.0,MEDIUM,8.0,3.0,15.0,1.0,88.744
STR,Aston Martin,35.0,MEDIUM,9.0,3.0,15.0,1.0,90.825
STR,Aston Martin,36.0,MEDIUM,10.0,3.0,15.0,1.0,88.816
STR,Aston Martin,37.0,MEDIUM,11.0,3.0,15.0,1.0,88.436
STR,Aston Martin,38.0,MEDIUM,12.0,3.0,15.0,1.0,88.865
STR,Aston Martin,39.0,MEDIUM,13.0,3.0,15.0,1.0,89.218
STR,Aston Martin,40.0,MEDIUM,14.0,3.0,15.0,1.0,89.108
STR,Aston Martin,41.0,MEDIUM,15.0,3.0,15.0,1.0,88.85
STR,Aston Martin,42.0,MEDIUM,16.0,3.0,15.0,1.0,90.363
STR,Aston Martin,43.0,MEDIUM,17.0,3.0,15.0,1.0,90.323
STR,Aston Martin,44.0,MEDIUM,18.0,3.0,15.0,1.0,92.587
STR,Aston Martin,45.0,MEDIUM,19.0,3.0,15.0,1.0,89.851
STR,Aston Martin,46.0,MEDIUM,20.0,3.0,15.0,1.0,93.415
STR,Aston Martin,47.0,SOFT,1.0,4.0,17.0,1.0,107.64
STR,Aston Martin,48.0,SOFT,2.0,4.0,17.0,1.0,87.376
STR,Aston Martin,49.0,SOFT,3.0,4.0,17.0,1.0,89.066
STR,Aston Martin,50.0,SOFT,4.0,4.0,17.0,1.0,88.026
STR,Aston Martin,51.0,SOFT,5.0,4.0,15.0,1.0,87.943
STR,Aston Martin,52.0,SOFT,6.0,4.0,15.0,1.0,89.291
STR,Aston Martin,53.0,SOFT,7.0,4.0,15.0,1.0,86.916
STR,Aston Martin,54.0,SOFT,8.0,4.0,15.0,1.0,86.876
STR,Aston Martin,55.0,SOFT,9.0,4.0,15.0,1.0,87.677
STR,Aston Martin,56.0,SOFT,10.0,4.0,15.0,1.0,88.016
STR,Aston Martin,57.0,SOFT,11.0,4.0,15.0,1.0,87.733
STR,Aston Martin,58.0,SOFT,12.0,4.0,15.0,1.0,88.243
STR,Aston Martin,59.0,SOFT,13.0,4.0,15.0,1.0,88.217
STR,Aston Martin,60.0,SOFT,14.0,4.0,15.0,1.0,88.025
STR,Aston Martin,61.0,SOFT,15.0,4.0,15.0,1.0,88.153
STR,Aston Martin,62.0,SOFT,16.0,4.0,15.0,1.0,88.487
STR,Aston Martin,63.0,SOFT,17.0,4.0,15.0,1.0,88.624
STR,Aston Martin,64.0,SOFT,18.0,4.0,15.0,1.0,88.064
STR,Aston Martin,65.0,SOFT,19.0,4.0,15.0,1.0,89.85
LAT,Williams,2.0,SOFT,2.0,1.0,18.0,1.0,91.197
LAT,Williams,3.0,SOFT,3.0,1.0,18.0,1.0,91.102
LAT,Williams,4.0,SOFT,4.0,1.0,18.0,1.0,90.425
LAT,Williams,5.0,SOFT,5.0,1.0,18.0,1.0,90.854
LAT,Williams,6.0,SOFT,6.0,1.0,18.0,1.0,91.335
LAT,Williams,10.0,SOFT,10.0,1.0,18.0,1.0,91.817
LAT,Williams,11.0,SOFT,11.0,1.0,13.0,1.0,91.592
LAT,Williams,12.0,SOFT,12.0,1.0,12.0,1.0,94.853
LAT,Williams,13.0,MEDIUM,1.0,2.0,19.0,1.0,109.125
LAT,Williams,14.0,MEDIUM,2.0,2.0,19.0,1.0,89.8
LAT,Williams,15.0,MEDIUM,3.0,2.0,19.0,1.0,89.68
LAT,Williams,16.0,MEDIUM,4.0,2.0,19.0,1.0,89.995
LAT,Williams,17.0,MEDIUM,5.0,2.0,19.0,1.0,90.593
LAT,Williams,18.0,MEDIUM,6.0,2.0,19.0,1.0,90.305
LAT,Williams,19.0,MEDIUM,7.0,2.0,19.0,1.0,90.851
LAT,Williams,20.0,MEDIUM,8.0,2.0,19.0,1.0,91.86
LAT,Williams,21.0,MEDIUM,9.0,2.0,18.0,1.0,90.343
LAT,Williams,22.0,MEDIUM,10.0,2.0,18.0,1.0,91.289
LAT,Williams,23.0,MEDIUM,11.0,2.0,17.0,1.0,90.736
LAT,Williams,24.0,MEDIUM,12.0,2.0,17.0,1.0,90.925
LAT,Williams,25.0,MEDIUM,13.0,2.0,18.0,1.0,91.835
LAT,Williams,26.0,MEDIUM,14.0,2.0,18.0,1.0,94.403
LAT,Williams,27.0,SOFT,1.0,3.0,19.0,1.0,108.12
LAT,Williams,28.0,SOFT,2.0,3.0,18.0,1.0,89.601
LAT,Williams,29.0,SOFT,3.0,3.0,16.0,1.0,89.282
LAT,Williams,30.0,SOFT,4.0,3.0,16.0,1.0,89.083
LAT,Williams,31.0,SOFT,5.0,3.0,16.0,1.0,89.187
LAT,Williams,32.0,SOFT,6.0,3.0,16.0,1.0,89.621
LAT,Williams,33.0,SOFT,7.0,3.0,16.0,1.0,90.987
LAT,Williams,34.0,SOFT,8.0,3.0,16.0,1.0,89.286
LAT,Williams,35.0,SOFT,9.0,3.0,16.0,1.0,89.831
LAT,Williams,36.0,SOFT,10.0,3.0,16.0,1.0,89.764
LAT,Williams,37.0,SOFT,11.0,3.0,16.0,1.0,89.756
LAT,Williams,38.0,SOFT,12.0,3.0,16.0,1.0,90.934
LAT,Williams,39.0,SOFT,13.0,3.0,16.0,1.0,90.079
LAT,Williams,40.0,SOFT,14.0,3.0,16.0,1.0,90.826
LAT,Williams,41.0,SOFT,15.0,3.0,16.0,1.0,89.444
LAT,Williams,42.0,SOFT,16.0,3.0,16.0,1.0,89.831
LAT,Williams,43.0,SOFT,17.0,3.0,16.0,1.0,89.491
LAT,Williams,44.0,SOFT,18.0,3.0,16.0,1.0,89.616
LAT,Williams,45.0,SOFT,19.0,3.0,16.0,1.0,90.104
LAT,Williams,46.0,SOFT,20.0,3.0,16.0,1.0,91.441
LAT,Williams,47.0,SOFT,21.0,3.0,15.0,1.0,89.944
LAT,Williams,48.0,SOFT,22.0,3.0,15.0,1.0,90.109
LAT,Williams,49.0,SOFT,23.0,3.0,15.0,1.0,89.908
LAT,Williams,50.0,SOFT,24.0,3.0,15.0,1.0,93.887
LAT,Williams,51.0,SOFT,4.0,4.0,17.0,1.0,108.759
LAT,Williams,52.0,SOFT,5.0,4.0,17.0,1.0,87.246
LAT,Williams,53.0,SOFT,6.0,4.0,17.0,1.0,87.614
LAT,Williams,54.0,SOFT,7.0,4.0,17.0,1.0,87.772
LAT,Williams,55.0,SOFT,8.0,4.0,17.0,1.0,87.762
LAT,Williams,56.0,SOFT,9.0,4.0,17.0,1.0,88.454
LAT,Williams,57.0,SOFT,10.0,4.0,17.0,1.0,90.052
LAT,Williams,58.0,SOFT,11.0,4.0,17.0,1.0,88.926
LAT,Williams,59.0,SOFT,12.0,4.0,17.0,1.0,90.348
LAT,Williams,60.0,SOFT,13.0,4.0,17.0,1.0,88.671
LAT,Williams,61.0,SOFT,14.0,4.0,17.0,1.0,89.25
LAT,Williams,62.0,SOFT,15.0,4.0,16.0,1.0,88.7
LAT,Williams,63.0,SOFT,16.0,4.0,16.0,1.0,91.986
LAT,Williams,64.0,SOFT,17.0,4.0,16.0,1.0,89.424
MAG,Haas F1 Team,2.0,MEDIUM,1.0,2.0,20.0,1.0,113.833
MAG,Haas F1 Team,3.0,MEDIUM,2.0,2.0,20.0,1.0,87.537
MAG,Haas F1 Team,4.0,MEDIUM,3.0,2.0,20.0,1.0,87.693
MAG,Haas F1 Team,5.0,MEDIUM,4.0,2.0,20.0,1.0,88.24
MAG,Haas F1 Team,7.0,MEDIUM,6.0,2.0,20.0,1.0,89.243
MAG,Haas F1 Team,9.0,MEDIUM,8.0,2.0,20.0,1.0,90.216
MAG,Haas F1 Team,10.0,MEDIUM,9.0,2.0,20.0,1.0,89.636
MAG,Haas F1 Team,11.0,MEDIUM,10.0,2.0,20.0,1.0,89.855
MAG,Haas F1 Team,12.0,MEDIUM,11.0,2.0,20.0,1.0,89.543
MAG,Haas F1 Team,13.0,MEDIUM,12.0,2.0,20.0,1.0,89.792
MAG,Haas F1 Team,14.0,MEDIUM,13.0,2.0,20.0,1.0,89.778
MAG,Haas F1 Team,15.0,MEDIUM,14.0,2.0,20.0,1.0,89.835
MAG,Haas F1 Team,16.0,MEDIUM,15.0,2.0,20.0,1.0,91.431
MAG,Haas F1 Team,17.0,MEDIUM,16.0,2.0,20.0,1.0,90.01
MAG,Haas F1 Team,18.0,MEDIUM,17.0,2.0,20.0,1.0,90.358
MAG,Haas F1 Team,19.0,MEDIUM,18.0,2.0,20.0,1.0,90.199
MAG,Haas F1 Team,20.0,MEDIUM,19.0,2.0,20.0,1.0,90.563
MAG,Haas F1 Team,21.0,MEDIUM,20.0,2.0,20.0,1.0,89.849
MAG,Haas F1 Team,22.0,MEDIUM,21.0,2.0,20.0,1.0,90.554
MAG,Haas F1 Team,23.0,MEDIUM,22.0,2.0,20.0,1.0,90.757
MAG,Haas F1 Team,24.0,MEDIUM,23.0,2.0,20.0,1.0,90.558
MAG,Haas F1 Team,25.0,MEDIUM,24.0,2.0,20.0,1.0,92.489
MAG,Haas F1 Team,26.0,MEDIUM,25.0,2.0,19.0,1.0,91.847
MAG,Haas F1 Team,27.0,MEDIUM,26.0,2.0,18.0,1.0,91.143
MAG,Haas F1 Team,28.0,MEDIUM,27.0,2.0,16.0,1.0,91.137
MAG,Haas F1 Team,29.0,MEDIUM,28.0,2.0,17.0,1.0,99.076
MAG,Haas F1 Team,30.0,HARD,1.0,3.0,18.0,1.0,110.257
MAG,Haas F1 Team,31.0,HARD,2.0,3.0,18.0,1.0,88.569
MAG,Haas F1 Team,32.0,HARD,3.0,3.0,18.0,1.0,87.756
MAG,Haas F1 Team,33.0,HARD,4.0,3.0,18.0,1.0,87.991
MAG,Haas F1 Team,34.0,HARD,5.0,3.0,18.0,1.0,87.746
MAG,Haas F1 Team,35.0,HARD,6.0,3.0,18.0,1.0,88.117
MAG,Haas F1 Team,36.0,HARD,7.0,3.0,18.0,1.0,88.223
MAG,Haas F1 Team,37.0,HARD,8.0,3.0,18.0,1.0,88.37
MAG,Haas F1 Team,38.0,HARD,9.0,3.0,18.0,1.0,88.926
MAG,Haas F1 Team,39.0,HARD,10.0,3.0,18.0,1.0,89.578
MAG,Haas F1 Team,40.0,HARD,11.0,3.0,17.0,1.0,88.467
MAG,Haas F1 Team,41.0,HARD,12.0,3.0,17.0,1.0,92.026
MAG,Haas F1 Team,42.0,HARD,13.0,3.0,17.0,1.0,89.278
MAG,Haas F1 Team,43.0,HARD,14.0,3.0,17.0,1.0,89.124
MAG,Haas F1 Team,44.0,HARD,15.0,3.0,17.0,1.0,89.178
MAG,Haas F1 Team,45.0,HARD,16.0,3.0,17.0,1.0,90.581
MAG,Haas F1 Team,46.0,HARD,17.0,3.0,17.0,1.0,89.431
MAG,Haas F1 Team,47.0,HARD,18.0,3.0,16.0,1.0,88.999
MAG,Haas F1 Team,48.0,HARD,19.0,3.0,16.0,1.0,88.908
MAG,Haas F1 Team,49.0,HARD,20.0,3.0,16.0,1.0,88.765
MAG,Haas F1 Team,50.0,HARD,21.0,3.0,16.0,1.0,90.635
MAG,Haas F1 Team,51.0,HARD,22.0,3.0,16.0,1.0,91.497
MAG,Haas F1 Team,52.0,HARD,23.0,3.0,16.0,1.0,89.659
MAG,Haas F1 Team,53.0,HARD,24.0,3.0,16.0,1.0,89.876
MAG,Haas F1 Team,54.0,HARD,25.0,3.0,16.0,1.0,89.583
MAG,Haas F1 Team,55.0,HARD,26.0,3.0,16.0,1.0,89.74
MAG,Haas F1 Team,56.0,HARD,27.0,3.0,16.0,1.0,90.087
MAG,Haas F1 Team,57.0,HARD,28.0,3.0,16.0,1.0,89.676
MAG,Haas F1 Team,58.0,HARD,29.0,3.0,16.0,1.0,90.126
MAG,Haas F1 Team,59.0,HARD,30.0,3.0,16.0,1.0,91.259
MAG,Haas F1 Team,60.0,HARD,31.0,3.0,16.0,1.0,92.217
MAG,Haas F1 Team,61.0,HARD,32.0,3.0,16.0,1.0,90.304
MAG,Haas F1 Team,62.0,HARD,33.0,3.0,17.0,1.0,93.41
MAG,Haas F1 Team,63.0,HARD,34.0,3.0,17.0,1.0,92.247
MAG,Haas F1 Team,64.0,HARD,35.0,3.0,17.0,1.0,93.091
ALB,Williams,2.0,SOFT,2.0,1.0,16.0,1.0,91.252
ALB,Williams,3.0,SOFT,3.0,1.0,17.0,1.0,91.561
ALB,Williams,4.0,SOFT,4.0,1.0,17.0,1.0,90.224
ALB,Williams,5.0,SOFT,5.0,1.0,17.0,1.0,90.495
ALB,Williams,6.0,SOFT,6.0,1.0,17.0,1.0,91.25
ALB,Williams,10.0,SOFT,10.0,1.0,17.0,1.0,91.667
ALB,Williams,11.0,SOFT,11.0,1.0,14.0,1.0,94.915
ALB,Williams,12.0,MEDIUM,1.0,2.0,19.0,1.0,108.446
ALB,Williams,13.0,MEDIUM,2.0,2.0,18.0,1.0,89.34
ALB,Williams,14.0,MEDIUM,3.0,2.0,18.0,1.0,89.639
ALB,Williams,15.0,MEDIUM,4.0,2.0,17.0,1.0,90.237
ALB,Williams,16.0,MEDIUM,5.0,2.0,18.0,1.0,91.254
ALB,Williams,17.0,MEDIUM,6.0,2.0,18.0,1.0,91.213
ALB,Williams,18.0,MEDIUM,7.0,2.0,18.0,1.0,91.167
ALB,Williams,19.0,MEDIUM,8.0,2.0,18.0,1.0,91.396
ALB,Williams,20.0,MEDIUM,9.0,2.0,18.0,1.0,91.912
ALB,Williams,21.0,MEDIUM,10.0,2.0,19.0,1.0,92.144
ALB,Williams,22.0,MEDIUM,11.0,2.0,19.0,1.0,92.098
ALB,Williams,23.0,MEDIUM,12.0,2.0,18.0,1.0,91.525
ALB,Williams,24.0,MEDIUM,13.0,2.0,19.0,1.0,91.595
ALB,Williams,25.0,MEDIUM,14.0,2.0,19.0,1.0,95.378
ALB,Williams,26.0,SOFT,1.0,3.0,20.0,1.0,108.293
ALB,Williams,27.0,SOFT,2.0,3.0,20.0,1.0,89.46
ALB,Williams,28.0,SOFT,3.0,3.0,19.0,1.0,89.605
ALB,Williams,29.0,SOFT,4.0,3.0,18.0,1.0,89.801
ALB,Williams,30.0,SOFT,5.0,3.0,17.0,1.0,89.939
ALB,Williams,31.0,SOFT,6.0,3.0,17.0,1.0,90.928
ALB,Williams,32.0,SOFT,7.0,3.0,17.0,1.0,90.177
ALB,Williams,33.0,SOFT,8.0,3.0,17.0,1.0,91.53
ALB,Williams,34.0,SOFT,9.0,3.0,17.0,1.0,90.018
ALB,Williams,35.0,SOFT,10.0,3.0,17.0,1.0,89.893
ALB,Williams,36.0,SOFT,11.0,3.0,17.0,1.0,89.988
ALB,Williams,37.0,SOFT,12.0,3.0,17.0,1.0,91.314
ALB,Williams,38.0,SOFT,13.0,3.0,17.0,1.0,90.364
ALB,Williams,39.0,SOFT,14.0,3.0,17.0,1.0,90.624
ALB,Williams,40.0,SOFT,15.0,3.0,18.0,1.0,93.007
ALB,Williams,41.0,SOFT,16.0,3.0,18.0,1.0,90.916
ALB,Williams,42.0,SOFT,17.0,3.0,18.0,1.0,91.363
ALB,Williams,43.0,SOFT,18.0,3.0,18.0,1.0,91.617
ALB,Williams,44.0,SOFT,19.0,3.0,18.0,1.0,90.755
ALB,Williams,45.0,SOFT,20.0,3.0,18.0,1.0,94.44
ALB,Williams,46.0,MEDIUM,1.0,4.0,18.0,1.0,109.747
ALB,Williams,47.0,MEDIUM,2.0,4.0,18.0,1.0,88.903
ALB,Williams,48.0,MEDIUM,3.0,4.0,18.0,1.0,89.331
ALB,Williams,49.0,MEDIUM,4.0,4.0,18.0,1.0,89.333
ALB,Williams,50.0,MEDIUM,5.0,4.0,18.0,1.0,89.544
ALB,Williams,51.0,MEDIUM,6.0,4.0,18.0,1.0,89.287
ALB,Williams,52.0,MEDIUM,7.0,4.0,18.0,1.0,90.629
ALB,Williams,53.0,MEDIUM,8.0,4.0,18.0,1.0,89.561
ALB,Williams,54.0,MEDIUM,9.0,4.0,18.0,1.0,94.61
ALB,Williams,55.0,SOFT,4.0,5.0,18.0,1.0,109.761
ALB,Williams,56.0,SOFT,5.0,5.0,18.0,1.0,88.281
ALB,Williams,57.0,SOFT,6.0,5.0,18.0,1.0,88.493
ALB,Williams,58.0,SOFT,7.0,5.0,18.0,1.0,88.79
ALB,Williams,59.0,SOFT,8.0,5.0,18.0,1.0,88.712
ALB,Williams,60.0,SOFT,9.0,5.0,18.0,1.0,90.057
ALB,Williams,61.0,SOFT,10.0,5.0,18.0,1.0,89.229
ALB,Williams,62.0,SOFT,11.0,5.0,18.0,1.0,90.496
ALB,Williams,63.0,SOFT,12.0,5.0,18.0,1.0,89.829
ALB,Williams,64.0,SOFT,13.0,5.0,18.0,1.0,89.593
ZHO,Alfa Romeo,2.0,SOFT,2.0,1.0,17.0,1.0,91.212
ZHO,Alfa Romeo,3.0,SOFT,3.0,1.0,16.0,1.0,90.169
ZHO,Alfa Romeo,4.0,SOFT,4.0,1.0,16.0,1.0,89.824
ZHO,Alfa Romeo,5.0,SOFT,5.0,1.0,16.0,1.0,90.451
ZHO,Alfa Romeo,6.0,SOFT,6.0,1.0,15.0,1.0,90.711
ZHO,Alfa Romeo,10.0,SOFT,10.0,1.0,16.0,1.0,94.924
ZHO,Alfa Romeo,11.0,MEDIUM,1.0,2.0,18.0,1.0,107.447
ZHO,Alfa Romeo,12.0,MEDIUM,2.0,2.0,17.0,1.0,88.415
ZHO,Alfa Romeo,13.0,MEDIUM,3.0,2.0,16.0,1.0,89.842
ZHO,Alfa Romeo,14.0,MEDIUM,4.0,2.0,16.0,1.0,89.488
ZHO,Alfa Romeo,15.0,MEDIUM,5.0,2.0,15.0,1.0,89.12
ZHO,Alfa Romeo,16.0,MEDIUM,6.0,2.0,15.0,1.0,89.711
ZHO,Alfa Romeo,17.0,MEDIUM,7.0,2.0,15.0,1.0,89.587
ZHO,Alfa Romeo,18.0,MEDIUM,8.0,2.0,15.0,1.0,89.745
ZHO,Alfa Romeo,19.0,MEDIUM,9.0,2.0,15.0,1.0,90.566
ZHO,Alfa Romeo,20.0,MEDIUM,10.0,2.0,15.0,1.0,90.247
ZHO,Alfa Romeo,21.0,MEDIUM,11.0,2.0,15.0,1.0,90.375
ZHO,Alfa Romeo,22.0,MEDIUM,12.0,2.0,13.0,1.0,90.033
ZHO,Alfa Romeo,23.0,MEDIUM,13.0,2.0,13.0,1.0,90.005
ZHO,Alfa Romeo,24.0,MEDIUM,14.0,2.0,13.0,1.0,89.869
ZHO,Alfa Romeo,25.0,MEDIUM,15.0,2.0,13.0,1.0,90.114
ZHO,Alfa Romeo,26.0,MEDIUM,16.0,2.0,13.0,1.0,90.163
ZHO,Alfa Romeo,27.0,MEDIUM,17.0,2.0,13.0,1.0,89.942
ZHO,Alfa Romeo,28.0,MEDIUM,18.0,2.0,15.0,1.0,111.317
LEC,Ferrari,2.0,SOFT,2.0,1.0,1.0,1.0,87.627
LEC,Ferrari,3.0,SOFT,3.0,1.0,1.0,1.0,87.198
LEC,Ferrari,4.0,SOFT,4.0,1.0,1.0,1.0,87.671
LEC,Ferrari,5.0,SOFT,5.0,1.0,1.0,1.0,87.891
