Driver,Team,LapNumber,Compound,TyreLife,Stint,Position,TrackStatus,LapTimeSeconds
VER,Red Bull Racing,1.0,SOFT,4.0,1.0,2.0,1.0,83.186
VER,Red Bull Racing,2.0,SOFT,5.0,1.0,2.0,1.0,79.871
VER,Red Bull Racing,3.0,SOFT,6.0,1.0,1.0,1.0,79.364
VER,Red Bull Racing,4.0,SOFT,7.0,1.0,1.0,1.0,80.766
VER,Red Bull Racing,5.0,SOFT,8.0,1.0,1.0,1.0,80.827
VER,Red Bull Racing,6.0,SOFT,9.0,1.0,1.0,1.0,80.876
VER,Red Bull Racing,7.0,SOFT,10.0,1.0,1.0,1.0,80.973
VER,Red Bull Racing,8.0,SOFT,11.0,1.0,1.0,1.0,80.989
VER,Red Bull Racing,9.0,SOFT,12.0,1.0,1.0,1.0,81.042
VER,Red Bull Racing,10.0,SOFT,13.0,1.0,1.0,1.0,81.003
VER,Red Bull Racing,11.0,SOFT,14.0,1.0,1.0,1.0,80.954
VER,Red Bull Racing,12.0,SOFT,15.0,1.0,1.0,1.0,81.376
VER,Red Bull Racing,13.0,SOFT,16.0,1.0,1.0,1.0,80.807
VER,Red Bull Racing,14.0,SOFT,17.0,1.0,1.0,1.0,80.989
VER,Red Bull Racing,15.0,SOFT,18.0,1.0,1.0,1.0,81.097
VER,Red Bull Racing,16.0,SOFT,19.0,1.0,1.0,1.0,81.223
VER,Red Bull Racing,17.0,SOFT,20.0,1.0,1.0,1.0,84.876
VER,Red Bull Racing,18.0,MEDIUM,1.0,2.0,4.0,1.0,97.657
VER,Red Bull Racing,19.0,MEDIUM,2.0,2.0,4.0,1.0,79.725
VER,Red Bull Racing,20.0,MEDIUM,3.0,2.0,4.0,1.0,79.966
VER,Red Bull Racing,21.0,MEDIUM,4.0,2.0,3.0,1.0,80.304
VER,Red Bull Racing,22.0,MEDIUM,5.0,2.0,3.0,1.0,79.742
VER,Red Bull Racing,23.0,MEDIUM,6.0,2.0,3.0,1.0,79.605
VER,Red Bull Racing,24.0,MEDIUM,7.0,2.0,1.0,1.0,79.701
VER,Red Bull Racing,25.0,MEDIUM,8.0,2.0,1.0,1.0,79.363
VER,Red Bull Racing,26.0,MEDIUM,9.0,2.0,1.0,1.0,79.882
VER,Red Bull Racing,27.0,MEDIUM,10.0,2.0,1.0,1.0,79.694
VER,Red Bull Racing,28.0,MEDIUM,11.0,2.0,1.0,1.0,80.101
VER,Red Bull Racing,29.0,MEDIUM,12.0,2.0,1.0,1.0,79.792
VER,Red Bull Racing,30.0,MEDIUM,13.0,2.0,1.0,1.0,79.807
VER,Red Bull Racing,31.0,MEDIUM,14.0,2.0,1.0,1.0,80.011
VER,Red Bull Racing,32.0,MEDIUM,15.0,2.0,1.0,1.0,79.891
VER,Red Bull Racing,33.0,MEDIUM,16.0,2.0,1.0,1.0,79.836
VER,Red Bull Racing,34.0,MEDIUM,17.0,2.0,1.0,1.0,79.958
VER,Red Bull Racing,35.0,MEDIUM,18.0,2.0,1.0,1.0,80.185
VER,Red Bull Racing,36.0,MEDIUM,19.0,2.0,1.0,1.0,79.926
VER,Red Bull Racing,37.0,MEDIUM,20.0,2.0,1.0,1.0,79.803
VER,Red Bull Racing,38.0,MEDIUM,21.0,2.0,1.0,1.0,79.813
VER,Red Bull Racing,39.0,MEDIUM,22.0,2.0,1.0,1.0,79.669
VER,Red Bull Racing,40.0,MEDIUM,23.0,2.0,1.0,1.0,80.31
VER,Red Bull Racing,41.0,MEDIUM,24.0,2.0,1.0,1.0,79.648
VER,Red Bull Racing,42.0,MEDIUM,25.0,2.0,1.0,1.0,79.92
VER,Red Bull Racing,43.0,MEDIUM,26.0,2.0,1.0,1.0,80.301
VER,Red Bull Racing,44.0,MEDIUM,27.0,2.0,1.0,1.0,83.427
VER,Red Bull Racing,45.0,SOFT,1.0,3.0,3.0,1.0,97.053
VER,Red Bull Racing,46.0,SOFT,2.0,3.0,3.0,1.0,77.886
VER,Red Bull Racing,47.0,SOFT,3.0,3.0,2.0,1.0,77.998
VER,Red Bull Racing,48.0,SOFT,4.0,3.0,1.0,1.0,78.416
VER,Red Bull Racing,49.0,SOFT,5.0,3.0,1.0,1.0,78.254
VER,Red Bull Racing,50.0,SOFT,6.0,3.0,1.0,1.0,78.074
VER,Red Bull Racing,51.0,SOFT,7.0,3.0,1.0,1.0,77.958
VER,Red Bull Racing,52.0,SOFT,8.0,3.0,1.0,1.0,77.931
VER,Red Bull Racing,53.0,SOFT,9.0,3.0,1.0,1.0,78.14
VER,Red Bull Racing,54.0,SOFT,10.0,3.0,1.0,1.0,77.776
VER,Red Bull Racing,55.0,SOFT,11.0,3.0,1.0,1.0,78.021
VER,Red Bull Racing,56.0,SOFT,12.0,3.0,1.0,1.0,78.354
VER,Red Bull Racing,57.0,SOFT,13.0,3.0,1.0,1.0,78.127
VER,Red Bull Racing,58.0,SOFT,14.0,3.0,1.0,1.0,78.187
VER,Red Bull Racing,59.0,SOFT,15.0,3.0,1.0,1.0,78.114
VER,Red Bull Racing,60.0,SOFT,16.0,3.0,1.0,1.0,78.165
VER,Red Bull Racing,61.0,SOFT,17.0,3.0,1.0,1.0,78.36
VER,Red Bull Racing,62.0,SOFT,18.0,3.0,1.0,1.0,78.301
VER,Red Bull Racing,63.0,SOFT,19.0,3.0,1.0,1.0,78.543
VER,Red Bull Racing,64.0,SOFT,20.0,3.0,1.0,1.0,79.072
VER,Red Bull Racing,65.0,SOFT,21.0,3.0,1.0,1.0,79.467
VER,Red Bull Racing,66.0,SOFT,22.0,3.0,1.0,1.0,79.774
NOR,McLaren,1.0,SOFT,1.0,1.0,3.0,1.0,83.953
NOR,McLaren,2.0,SOFT,2.0,1.0,3.0,1.0,80.215
NOR,McLaren,3.0,SOFT,3.0,1.0,3.0,1.0,80.243
NOR,McLaren,4.0,SOFT,4.0,1.0,3.0,1.0,80.702
NOR,McLaren,5.0,SOFT,5.0,1.0,3.0,1.0,81.134
NOR,McLaren,6.0,SOFT,6.0,1.0,3.0,1.0,81.056
NOR,McLaren,7.0,SOFT,7.0,1.0,3.0,1.0,81.293
NOR,McLaren,8.0,SOFT,8.0,1.0,3.0,1.0,81.443
NOR,McLaren,9.0,SOFT,9.0,1.0,3.0,1.0,81.143
NOR,McLaren,10.0,SOFT,10.0,1.0,3.0,1.0,81.223
NOR,McLaren,11.0,SOFT,11.0,1.0,3.0,1.0,81.285
NOR,McLaren,12.0,SOFT,12.0,1.0,3.0,1.0,81.354
NOR,McLaren,13.0,SOFT,13.0,1.0,3.0,1.0,81.432
NOR,McLaren,14.0,SOFT,14.0,1.0,3.0,1.0,81.66
NOR,McLaren,15.0,SOFT,15.0,1.0,2.0,1.0,81.541
NOR,McLaren,16.0,SOFT,16.0,1.0,2.0,1.0,80.471
NOR,McLaren,17.0,SOFT,17.0,1.0,2.0,1.0,80.908
NOR,McLaren,18.0,SOFT,18.0,1.0,1.0,1.0,80.447
NOR,McLaren,19.0,SOFT,19.0,1.0,1.0,1.0,80.635
NOR,McLaren,20.0,SOFT,20.0,1.0,1.0,1.0,80.816
NOR,McLaren,21.0,SOFT,21.0,1.0,1.0,1.0,80.907
NOR,McLaren,22.0,SOFT,22.0,1.0,1.0,1.0,80.928
NOR,McLaren,23.0,SOFT,23.0,1.0,1.0,1.0,85.185
NOR,McLaren,24.0,MEDIUM,1.0,2.0,6.0,1.0,97.673
NOR,McLaren,25.0,MEDIUM,2.0,2.0,5.0,1.0,78.503
NOR,McLaren,26.0,MEDIUM,3.0,2.0,5.0,1.0,79.856
NOR,McLaren,27.0,MEDIUM,4.0,2.0,4.0,1.0,79.317
NOR,McLaren,28.0,MEDIUM,5.0,2.0,4.0,1.0,79.835
NOR,McLaren,29.0,MEDIUM,6.0,2.0,4.0,1.0,79.72
NOR,McLaren,30.0,MEDIUM,7.0,2.0,4.0,1.0,79.389
NOR,McLaren,31.0,MEDIUM,8.0,2.0,4.0,1.0,80.145
NOR,McLaren,32.0,MEDIUM,9.0,2.0,3.0,1.0,79.868
NOR,McLaren,33.0,MEDIUM,10.0,2.0,3.0,1.0,80.09
NOR,McLaren,34.0,MEDIUM,11.0,2.0,3.0,1.0,79.855
NOR,McLaren,35.0,MEDIUM,12.0,2.0,2.0,1.0,80.478
NOR,McLaren,36.0,MEDIUM,13.0,2.0,2.0,1.0,79.447
NOR,McLaren,37.0,MEDIUM,14.0,2.0,2.0,1.0,79.225
NOR,McLaren,38.0,MEDIUM,15.0,2.0,2.0,1.0,79.307
NOR,McLaren,39.0,MEDIUM,16.0,2.0,2.0,1.0,79.215
NOR,McLaren,40.0,MEDIUM,17.0,2.0,2.0,1.0,79.745
NOR,McLaren,41.0,MEDIUM,18.0,2.0,2.0,1.0,78.911
NOR,McLaren,42.0,MEDIUM,19.0,2.0,2.0,1.0,79.511
NOR,McLaren,43.0,MEDIUM,20.0,2.0,2.0,1.0,79.499
NOR,McLaren,44.0,MEDIUM,21.0,2.0,2.0,1.0,79.457
NOR,McLaren,45.0,MEDIUM,22.0,2.0,1.0,1.0,78.754
NOR,McLaren,46.0,MEDIUM,23.0,2.0,1.0,1.0,79.419
NOR,McLaren,47.0,MEDIUM,24.0,2.0,1.0,1.0,82.986
NOR,McLaren,48.0,SOFT,4.0,3.0,2.0,1.0,97.126
NOR,McLaren,49.0,SOFT,5.0,3.0,2.0,1.0,77.377
NOR,McLaren,50.0,SOFT,6.0,3.0,2.0,1.0,77.94
NOR,McLaren,51.0,SOFT,7.0,3.0,2.0,1.0,77.115
NOR,McLaren,52.0,SOFT,8.0,3.0,2.0,1.0,77.654
NOR,McLaren,53.0,SOFT,9.0,3.0,2.0,1.0,77.914
NOR,McLaren,54.0,SOFT,10.0,3.0,2.0,1.0,77.987
NOR,McLaren,55.0,SOFT,11.0,3.0,2.0,1.0,78.363
NOR,McLaren,56.0,SOFT,12.0,3.0,2.0,1.0,77.627
NOR,McLaren,57.0,SOFT,13.0,3.0,2.0,1.0,77.893
NOR,McLaren,58.0,SOFT,14.0,3.0,2.0,1.0,78.259
NOR,McLaren,59.0,SOFT,15.0,3.0,2.0,1.0,77.945
NOR,McLaren,60.0,SOFT,16.0,3.0,2.0,1.0,78.271
NOR,McLaren,61.0,SOFT,17.0,3.0,2.0,1.0,77.805
NOR,McLaren,62.0,SOFT,18.0,3.0,2.0,1.0,78.08
NOR,McLaren,63.0,SOFT,19.0,3.0,2.0,1.0,78.174
NOR,McLaren,64.0,SOFT,20.0,3.0,2.0,1.0,78.282
NOR,McLaren,65.0,SOFT,21.0,3.0,2.0,1.0,78.773
NOR,McLaren,66.0,SOFT,22.0,3.0,2.0,1.0,79.682
HAM,Mercedes,1.0,SOFT,4.0,1.0,4.0,1.0,84.441
HAM,Mercedes,2.0,SOFT,5.0,1.0,4.0,1.0,80.594
HAM,Mercedes,3.0,SOFT,6.0,1.0,4.0,1.0,80.421
HAM,Mercedes,4.0,SOFT,7.0,1.0,4.0,1.0,80.496
HAM,Mercedes,5.0,SOFT,8.0,1.0,4.0,1.0,81.05
HAM,Mercedes,6.0,SOFT,9.0,1.0,4.0,1.0,81.2
HAM,Mercedes,7.0,SOFT,10.0,1.0,4.0,1.0,81.223
HAM,Mercedes,8.0,SOFT,11.0,1.0,4.0,1.0,81.538
HAM,Mercedes,9.0,SOFT,12.0,1.0,4.0,1.0,81.207
HAM,Mercedes,10.0,SOFT,13.0,1.0,4.0,1.0,81.38
HAM,Mercedes,11.0,SOFT,14.0,1.0,4.0,1.0,81.192
HAM,Mercedes,12.0,SOFT,15.0,1.0,4.0,1.0,81.505
HAM,Mercedes,13.0,SOFT,16.0,1.0,4.0,1.0,81.45
HAM,Mercedes,14.0,SOFT,17.0,1.0,4.0,1.0,81.601
HAM,Mercedes,15.0,SOFT,18.0,1.0,3.0,1.0,81.977
HAM,Mercedes,16.0,SOFT,19.0,1.0,4.0,1.0,84.966
HAM,Mercedes,17.0,MEDIUM,1.0,2.0,7.0,1.0,98.332
HAM,Mercedes,18.0,MEDIUM,2.0,2.0,7.0,1.0,80.038
HAM,Mercedes,19.0,MEDIUM,3.0,2.0,6.0,1.0,79.307
HAM,Mercedes,20.0,MEDIUM,4.0,2.0,6.0,1.0,79.703
HAM,Mercedes,21.0,MEDIUM,5.0,2.0,6.0,1.0,79.915
HAM,Mercedes,22.0,MEDIUM,6.0,2.0,5.0,1.0,80.008
HAM,Mercedes,23.0,MEDIUM,7.0,2.0,5.0,1.0,79.788
HAM,Mercedes,24.0,MEDIUM,8.0,2.0,4.0,1.0,80.059
HAM,Mercedes,25.0,MEDIUM,9.0,2.0,3.0,1.0,79.972
HAM,Mercedes,26.0,MEDIUM,10.0,2.0,3.0,1.0,79.915
HAM,Mercedes,27.0,MEDIUM,11.0,2.0,3.0,1.0,80.59
HAM,Mercedes,28.0,MEDIUM,12.0,2.0,3.0,1.0,80.236
HAM,Mercedes,29.0,MEDIUM,13.0,2.0,3.0,1.0,79.757
HAM,Mercedes,30.0,MEDIUM,14.0,2.0,3.0,1.0,79.896
HAM,Mercedes,31.0,MEDIUM,15.0,2.0,3.0,1.0,80.327
HAM,Mercedes,32.0,MEDIUM,16.0,2.0,4.0,1.0,81.357
HAM,Mercedes,33.0,MEDIUM,17.0,2.0,4.0,1.0,80.258
HAM,Mercedes,34.0,MEDIUM,18.0,2.0,4.0,1.0,79.986
HAM,Mercedes,35.0,MEDIUM,19.0,2.0,4.0,1.0,80.651
HAM,Mercedes,36.0,MEDIUM,20.0,2.0,3.0,1.0,80.606
HAM,Mercedes,37.0,MEDIUM,21.0,2.0,3.0,1.0,79.404
HAM,Mercedes,38.0,MEDIUM,22.0,2.0,3.0,1.0,79.658
HAM,Mercedes,39.0,MEDIUM,23.0,2.0,3.0,1.0,80.037
HAM,Mercedes,40.0,MEDIUM,24.0,2.0,3.0,1.0,80.032
HAM,Mercedes,41.0,MEDIUM,25.0,2.0,3.0,1.0,79.6
HAM,Mercedes,42.0,MEDIUM,26.0,2.0,3.0,1.0,80.224
HAM,Mercedes,43.0,MEDIUM,27.0,2.0,4.0,1.0,84.149
HAM,Mercedes,44.0,SOFT,4.0,3.0,7.0,1.0,96.194
HAM,Mercedes,45.0,SOFT,5.0,3.0,7.0,1.0,78.759
HAM,Mercedes,46.0,SOFT,6.0,3.0,5.0,1.0,77.809
HAM,Mercedes,47.0,SOFT,7.0,3.0,5.0,1.0,78.212
HAM,Mercedes,48.0,SOFT,8.0,3.0,4.0,1.0,78.84
HAM,Mercedes,49.0,SOFT,9.0,3.0,4.0,1.0,78.976
HAM,Mercedes,50.0,SOFT,10.0,3.0,4.0,1.0,78.209
HAM,Mercedes,51.0,SOFT,11.0,3.0,4.0,1.0,78.277
HAM,Mercedes,52.0,SOFT,12.0,3.0,3.0,1.0,78.417
HAM,Mercedes,53.0,SOFT,13.0,3.0,3.0,1.0,78.605
HAM,Mercedes,54.0,SOFT,14.0,3.0,3.0,1.0,78.533
HAM,Mercedes,55.0,SOFT,15.0,3.0,3.0,1.0,78.788
HAM,Mercedes,56.0,SOFT,16.0,3.0,3.0,1.0,78.432
HAM,Mercedes,57.0,SOFT,17.0,3.0,3.0,1.0,78.623
HAM,Mercedes,58.0,SOFT,18.0,3.0,3.0,1.0,78.688
HAM,Mercedes,59.0,SOFT,19.0,3.0,3.0,1.0,78.64
HAM,Mercedes,60.0,SOFT,20.0,3.0,3.0,1.0,78.635
HAM,Mercedes,61.0,SOFT,21.0,3.0,3.0,1.0,78.839
HAM,Mercedes,62.0,SOFT,22.0,3.0,3.0,1.0,79.337
HAM,Mercedes,63.0,SOFT,23.0,3.0,3.0,1.0,78.942
HAM,Mercedes,64.0,SOFT,24.0,3.0,3.0,1.0,79.166
HAM,Mercedes,65.0,SOFT,25.0,3.0,3.0,1.0,79.009
HAM,Mercedes,66.0,SOFT,26.0,3.0,3.0,1.0,80.041
RUS,Mercedes,1.0,SOFT,4.0,1.0,1.0,1.0,82.568
RUS,Mercedes,2.0,SOFT,5.0,1.0,1.0,1.0,79.857
RUS,Mercedes,3.0,SOFT,6.0,1.0,2.0,1.0,81.103
RUS,Mercedes,4.0,SOFT,7.0,1.0,2.0,1.0,80.843
RUS,Mercedes,5.0,SOFT,8.0,1.0,2.0,1.0,80.923
RUS,Mercedes,6.0,SOFT,9.0,1.0,2.0,1.0,81.07
RUS,Mercedes,7.0,SOFT,10.0,1.0,2.0,1.0,81.306
RUS,Mercedes,8.0,SOFT,11.0,1.0,2.0,1.0,81.436
RUS,Mercedes,9.0,SOFT,12.0,1.0,2.0,1.0,81.168
RUS,Mercedes,10.0,SOFT,13.0,1.0,2.0,1.0,81.308
RUS,Mercedes,11.0,SOFT,14.0,1.0,2.0,1.0,81.061
RUS,Mercedes,12.0,SOFT,15.0,1.0,2.0,1.0,81.383
RUS,Mercedes,13.0,SOFT,16.0,1.0,2.0,1.0,81.365
RUS,Mercedes,14.0,SOFT,17.0,1.0,2.0,1.0,81.482
RUS,Mercedes,15.0,SOFT,18.0,1.0,4.0,1.0,85.364
RUS,Mercedes,16.0,MEDIUM,1.0,2.0,7.0,1.0,100.24
RUS,Mercedes,17.0,MEDIUM,2.0,2.0,5.0,1.0,80.277
RUS,Mercedes,18.0,MEDIUM,3.0,2.0,5.0,1.0,79.511
RUS,Mercedes,19.0,MEDIUM,4.0,2.0,5.0,1.0,79.539
RUS,Mercedes,20.0,MEDIUM,5.0,2.0,5.0,1.0,79.972
RUS,Mercedes,21.0,MEDIUM,6.0,2.0,4.0,1.0,80.34
RUS,Mercedes,22.0,MEDIUM,7.0,2.0,4.0,1.0,80.093
RUS,Mercedes,23.0,MEDIUM,8.0,2.0,4.0,1.0,79.871
RUS,Mercedes,24.0,MEDIUM,9.0,2.0,3.0,1.0,80.032
RUS,Mercedes,25.0,MEDIUM,10.0,2.0,2.0,1.0,79.772
RUS,Mercedes,26.0,MEDIUM,11.0,2.0,2.0,1.0,80.279
RUS,Mercedes,27.0,MEDIUM,12.0,2.0,2.0,1.0,80.222
RUS,Mercedes,28.0,MEDIUM,13.0,2.0,2.0,1.0,80.201
RUS,Mercedes,29.0,MEDIUM,14.0,2.0,2.0,1.0,80.027
RUS,Mercedes,30.0,MEDIUM,15.0,2.0,2.0,1.0,80.038
RUS,Mercedes,31.0,MEDIUM,16.0,2.0,2.0,1.0,80.338
RUS,Mercedes,32.0,MEDIUM,17.0,2.0,2.0,1.0,80.301
RUS,Mercedes,33.0,MEDIUM,18.0,2.0,2.0,1.0,80.178
RUS,Mercedes,34.0,MEDIUM,19.0,2.0,2.0,1.0,80.204
RUS,Mercedes,35.0,MEDIUM,20.0,2.0,3.0,1.0,82.129
RUS,Mercedes,36.0,MEDIUM,21.0,2.0,4.0,1.0,84.372
RUS,Mercedes,37.0,HARD,1.0,3.0,7.0,1.0,99.351
RUS,Mercedes,38.0,HARD,2.0,3.0,6.0,1.0,78.367
RUS,Mercedes,39.0,HARD,3.0,3.0,6.0,1.0,78.964
RUS,Mercedes,40.0,HARD,4.0,3.0,6.0,1.0,79.428
RUS,Mercedes,41.0,HARD,5.0,3.0,6.0,1.0,78.982
RUS,Mercedes,42.0,HARD,6.0,3.0,6.0,1.0,79.033
RUS,Mercedes,43.0,HARD,7.0,3.0,6.0,1.0,79.306
RUS,Mercedes,44.0,HARD,8.0,3.0,5.0,1.0,79.019
RUS,Mercedes,45.0,HARD,9.0,3.0,5.0,1.0,79.632
RUS,Mercedes,46.0,HARD,10.0,3.0,4.0,1.0,78.291
RUS,Mercedes,47.0,HARD,11.0,3.0,4.0,1.0,78.486
RUS,Mercedes,48.0,HARD,12.0,3.0,3.0,1.0,80.06
RUS,Mercedes,49.0,HARD,13.0,3.0,3.0,1.0,78.681
RUS,Mercedes,50.0,HARD,14.0,3.0,3.0,1.0,78.29
RUS,Mercedes,51.0,HARD,15.0,3.0,3.0,1.0,78.726
RUS,Mercedes,52.0,HARD,16.0,3.0,4.0,1.0,80.241
RUS,Mercedes,53.0,HARD,17.0,3.0,4.0,1.0,78.863
RUS,Mercedes,54.0,HARD,18.0,3.0,4.0,1.0,78.86
RUS,Mercedes,55.0,HARD,19.0,3.0,4.0,1.0,78.572
RUS,Mercedes,56.0,HARD,20.0,3.0,4.0,1.0,78.792
RUS,Mercedes,57.0,HARD,21.0,3.0,4.0,1.0,78.956
RUS,Mercedes,58.0,HARD,22.0,3.0,4.0,1.0,78.641
RUS,Mercedes,59.0,HARD,23.0,3.0,4.0,1.0,78.877
RUS,Mercedes,60.0,HARD,24.0,3.0,4.0,1.0,79.108
RUS,Mercedes,61.0,HARD,25.0,3.0,4.0,1.0,79.267
RUS,Mercedes,62.0,HARD,26.0,3.0,4.0,1.0,79.304
RUS,Mercedes,63.0,HARD,27.0,3.0,4.0,1.0,79.52
RUS,Mercedes,64.0,HARD,28.0,3.0,4.0,1.0,79.372
RUS,Mercedes,65.0,HARD,29.0,3.0,4.0,1.0,79.634
RUS,Mercedes,66.0,HARD,30.0,3.0,4.0,1.0,79.751
LEC,Ferrari,1.0,SOFT,1.0,1.0,5.0,1.0,85.423
LEC,Ferrari,2.0,SOFT,2.0,1.0,5.0,1.0,80.842
LEC,Ferrari,3.0,SOFT,3.0,1.0,6.0,1.0,81.287
LEC,Ferrari,4.0,SOFT,4.0,1.0,6.0,1.0,80.569
LEC,Ferrari,5.0,SOFT,5.0,1.0,6.0,1.0,80.932
LEC,Ferrari,6.0,SOFT,6.0,1.0,6.0,1.0,81.227
LEC,Ferrari,7.0,SOFT,7.0,1.0,6.0,1.0,80.996
LEC,Ferrari,8.0,SOFT,8.0,1.0,6.0,1.0,81.393
LEC,Ferrari,9.0,SOFT,9.0,1.0,6.0,1.0,81.33
LEC,Ferrari,10.0,SOFT,10.0,1.0,6.0,1.0,81.014
LEC,Ferrari,11.0,SOFT,11.0,1.0,6.0,1.0,81.476
LEC,Ferrari,12.0,SOFT,12.0,1.0,6.0,1.0,81.561
LEC,Ferrari,13.0,SOFT,13.0,1.0,6.0,1.0,81.275
LEC,Ferrari,14.0,SOFT,14.0,1.0,6.0,1.0,81.594
LEC,Ferrari,15.0,SOFT,15.0,1.0,5.0,1.0,81.703
LEC,Ferrari,16.0,SOFT,16.0,1.0,3.0,1.0,80.893
LEC,Ferrari,17.0,SOFT,17.0,1.0,3.0,1.0,81.123
LEC,Ferrari,18.0,SOFT,18.0,1.0,2.0,1.0,80.915
LEC,Ferrari,19.0,SOFT,19.0,1.0,2.0,1.0,81.096
LEC,Ferrari,20.0,SOFT,20.0,1.0,2.0,1.0,81.159
LEC,Ferrari,21.0,SOFT,21.0,1.0,2.0,1.0,81.497
LEC,Ferrari,22.0,SOFT,22.0,1.0,2.0,1.0,81.451
LEC,Ferrari,23.0,SOFT,23.0,1.0,2.0,1.0,81.723
LEC,Ferrari,24.0,SOFT,24.0,1.0,2.0,1.0,85.337
LEC,Ferrari,25.0,MEDIUM,1.0,2.0,7.0,1.0,98.462
LEC,Ferrari,26.0,MEDIUM,2.0,2.0,7.0,1.0,79.381
LEC,Ferrari,27.0,MEDIUM,3.0,2.0,6.0,1.0,78.811
LEC,Ferrari,28.0,MEDIUM,4.0,2.0,6.0,1.0,79.324
LEC,Ferrari,29.0,MEDIUM,5.0,2.0,6.0,1.0,79.482
LEC,Ferrari,30.0,MEDIUM,6.0,2.0,6.0,1.0,79.675
LEC,Ferrari,31.0,MEDIUM,7.0,2.0,6.0,1.0,79.791
LEC,Ferrari,32.0,MEDIUM,8.0,2.0,6.0,1.0,79.509
LEC,Ferrari,33.0,MEDIUM,9.0,2.0,6.0,1.0,79.535
LEC,Ferrari,34.0,MEDIUM,10.0,2.0,6.0,1.0,79.61
LEC,Ferrari,35.0,MEDIUM,11.0,2.0,6.0,1.0,80.177
LEC,Ferrari,36.0,MEDIUM,12.0,2.0,5.0,1.0,79.907
LEC,Ferrari,37.0,MEDIUM,13.0,2.0,4.0,1.0,79.553
LEC,Ferrari,38.0,MEDIUM,14.0,2.0,4.0,1.0,79.64
LEC,Ferrari,39.0,MEDIUM,15.0,2.0,4.0,1.0,79.459
LEC,Ferrari,40.0,MEDIUM,16.0,2.0,4.0,1.0,79.665
LEC,Ferrari,41.0,MEDIUM,17.0,2.0,4.0,1.0,79.662
LEC,Ferrari,42.0,MEDIUM,18.0,2.0,4.0,1.0,79.781
LEC,Ferrari,43.0,MEDIUM,19.0,2.0,3.0,1.0,79.981
LEC,Ferrari,44.0,MEDIUM,20.0,2.0,3.0,1.0,80.064
LEC,Ferrari,45.0,MEDIUM,21.0,2.0,2.0,1.0,79.901
LEC,Ferrari,46.0,MEDIUM,22.0,2.0,2.0,1.0,80.001
LEC,Ferrari,47.0,MEDIUM,23.0,2.0,3.0,1.0,83.761
LEC,Ferrari,48.0,SOFT,4.0,3.0,6.0,1.0,97.516
LEC,Ferrari,49.0,SOFT,5.0,3.0,6.0,1.0,78.09
LEC,Ferrari,50.0,SOFT,6.0,3.0,6.0,1.0,78.182
LEC,Ferrari,51.0,SOFT,7.0,3.0,6.0,1.0,78.179
LEC,Ferrari,52.0,SOFT,8.0,3.0,6.0,1.0,77.897
LEC,Ferrari,53.0,SOFT,9.0,3.0,6.0,1.0,77.956
LEC,Ferrari,54.0,SOFT,10.0,3.0,6.0,1.0,78.385
LEC,Ferrari,55.0,SOFT,11.0,3.0,5.0,1.0,78.551
LEC,Ferrari,56.0,SOFT,12.0,3.0,5.0,1.0,78.53
LEC,Ferrari,57.0,SOFT,13.0,3.0,5.0,1.0,78.11
LEC,Ferrari,58.0,SOFT,14.0,3.0,5.0,1.0,78.213
LEC,Ferrari,59.0,SOFT,15.0,3.0,5.0,1.0,78.185
LEC,Ferrari,60.0,SOFT,16.0,3.0,5.0,1.0,78.447
LEC,Ferrari,61.0,SOFT,17.0,3.0,5.0,1.0,78.735
LEC,Ferrari,62.0,SOFT,18.0,3.0,5.0,1.0,78.533
LEC,Ferrari,63.0,SOFT,19.0,3.0,5.0,1.0,78.965
LEC,Ferrari,64.0,SOFT,20.0,3.0,5.0,1.0,79.03
LEC,Ferrari,65.0,SOFT,21.0,3.0,5.0,1.0,79.074
LEC,Ferrari,66.0,SOFT,22.0,3.0,5.0,1.0,79.41
SAI,Ferrari,1.0,SOFT,1.0,1.0,6.0,1.0,86.085
SAI,Ferrari,2.0,SOFT,2.0,1.0,6.0,1.0,80.666
SAI,Ferrari,3.0,SOFT,3.0,1.0,5.0,1.0,80.046
SAI,Ferrari,4.0,SOFT,4.0,1.0,5.0,1.0,80.626
SAI,Ferrari,5.0,SOFT,5.0,1.0,5.0,1.0,80.8
SAI,Ferrari,6.0,SOFT,6.0,1.0,5.0,1.0,81.217
SAI,Ferrari,7.0,SOFT,7.0,1.0,5.0,1.0,81.146
SAI,Ferrari,8.0,SOFT,8.0,1.0,5.0,1.0,81.309
SAI,Ferrari,9.0,SOFT,9.0,1.0,5.0,1.0,81.221
SAI,Ferrari,10.0,SOFT,10.0,1.0,5.0,1.0,81.052
SAI,Ferrari,11.0,SOFT,11.0,1.0,5.0,1.0,81.459
SAI,Ferrari,12.0,SOFT,12.0,1.0,5.0,1.0,81.62
SAI,Ferrari,13.0,SOFT,13.0,1.0,5.0,1.0,81.163
SAI,Ferrari,14.0,SOFT,14.0,1.0,5.0,1.0,81.646
SAI,Ferrari,15.0,SOFT,15.0,1.0,6.0,1.0,85.427
SAI,Ferrari,16.0,MEDIUM,1.0,2.0,9.0,1.0,98.064
SAI,Ferrari,17.0,MEDIUM,2.0,2.0,6.0,1.0,80.665
SAI,Ferrari,18.0,MEDIUM,3.0,2.0,6.0,1.0,79.85
SAI,Ferrari,19.0,MEDIUM,4.0,2.0,7.0,1.0,81.079
SAI,Ferrari,20.0,MEDIUM,5.0,2.0,7.0,1.0,80.0
