Position,LapTimeSeconds
1.0,90.68926941362916
2.0,90.90697943037975
3.0,91.09185714285715
4.0,91.33412222222222
5.0,91.38744674085851
6.0,91.5833958664547
7.0,91.88601907790142
8.0,92.0570923566879
9.0,92.08278628389155
10.0,92.4154064
11.0,92.2550976
12.0,92.25419032258064
13.0,92.62359319286871
14.0,92.97862621359224
15.0,92.08917607973422
16.0,92.43207370184254
17.0,92.61095101351351
18.0,92.39655595026643
19.0,92.82745493562231
20.0,92.72570344827587
