Driver,TyreLife,LapTimeSeconds
ZHO,6.0,91.61860714285714
ZHO,7.0,91.52037037037037
ZHO,8.0,91.44134615384615
ZHO,9.0,92.11588888888889
ZHO,10.0,92.17948
ZHO,11.0,92.20213636363637
ZHO,12.0,92.50142857142858
ZHO,13.0,91.94022727272727
ZHO,14.0,91.6294761904762
ZHO,15.0,91.85033333333334
ZHO,16.0,91.71675
ZHO,17.0,90.92905555555555
ZHO,18.0,92.75958823529412
ZHO,19.0,91.88773333333333
ZHO,20.0,91.36764285714285
ZHO,21.0,90.57807692307694
ZHO,22.0,90.70061538461538
ZHO,23.0,88.54127272727273
ZHO,24.0,88.84954545454546
ZHO,25.0,90.2806
ZHO,26.0,90.35422222222222
ZHO,27.0,89.48412499999999
ZHO,28.0,90.918
ZHO,29.0,89.68379999999999
ZHO,30.0,89.6174
